shipment_id,origin_port_id,destination_port_id,carrier_id,departure_date,scheduled_arrival,actual_arrival,cost_usd,status
SHP00303,P007,P012,C008,2022-05-23,2022-06-10,2022-06-10,3894.22,Delivered
SHP00304,P010,P008,C010,2023-02-15,2023-03-13,2023-03-13,4742.71,Delivered
SHP00305,P009,P001,C006,2023-12-20,2024-01-11,2024-01-11,4983.68,Delivered
SHP00306,P003,P012,C010,2022-02-15,2022-03-01,2022-03-01,3010.05,Delivered
SHP00307,P006,P008,C002,2022-01-11,2022-01-22,2022-01-22,2021.43,Delivered
SHP00308,P008,P006,C007,2023-04-20,2023-05-10,2023-05-10,2563.03,Delivered
SHP00309,P001,P009,C002,2022-10-30,2022-11-19,2022-11-19,3256.06,Delivered
SHP00310,P006,P009,C004,2023-06-18,2023-07-01,2023-07-01,1277.22,Delivered
SHP00311,P008,P006,C002,2022-11-04,2022-11-14,2022-11-14,2508.29,Delivered
SHP00312,P003,P005,C009,2022-06-28,2022-07-10,2022-07-11,1563.01,Delayed
SHP00313,P004,P008,C003,2022-07-10,2022-07-25,2022-07-25,2384.79,Delivered
SHP00314,P007,P008,C001,2023-12-23,2024-01-15,2024-01-15,5130.33,Delivered
SHP00315,P002,P011,C002,2024-03-29,2024-04-16,2024-04-16,2024.52,Delivered
SHP00316,P009,P012,C006,2023-09-04,2023-09-20,2023-09-20,2955.33,Delivered
SHP00317,P008,P011,C003,2024-04-13,2024-05-13,2024-05-13,4487.33,In Transit
SHP00318,P004,P006,C002,2022-07-07,2022-07-19,2022-07-19,2537.48,Delivered
SHP00319,P003,P011,C007,2023-03-10,2023-04-01,2023-04-01,6399.93,Delivered
SHP00320,P003,P009,C005,2022-05-24,2022-06-04,2022-06-04,2102.94,Delivered
SHP00321,P006,P001,C008,2022-05-20,2022-06-12,2022-06-12,6168.13,Delivered
SHP00322,P007,P009,C008,2022-06-21,2022-07-06,2022-07-06,4353.72,Delivered
SHP00323,P001,P006,C004,2023-07-05,2023-07-29,2023-08-01,4957.59,Delayed
SHP00324,P002,P011,C002,2022-10-02,2022-10-20,2022-10-20,1610.54,Delivered
SHP00325,P001,P009,C009,2022-08-12,2022-09-01,2022-09-02,4316.37,Delayed
SHP00326,P008,P005,C006,2024-06-01,2024-06-15,2024-06-15,2200.78,In Transit
SHP00327,P004,P005,C010,2023-12-07,2023-12-30,2023-12-30,4193.45,Delivered
SHP00328,P004,P001,C010,2022-12-26,2023-01-17,2023-01-26,3906.39,Delayed
SHP00329,P012,P005,C005,2023-08-10,2023-09-01,2023-09-01,5715.66,Delivered
SHP00330,P007,P001,C005,2024-06-06,2024-06-26,2024-06-26,2762.38,In Transit
SHP00331,P006,P004,C007,2023-05-17,2023-05-28,2023-05-28,1827.41,Delivered
SHP00332,P002,P008,C009,2024-02-07,2024-03-02,2024-03-02,6580.2,Delivered
SHP00333,P008,P006,C010,2022-01-03,2022-01-14,2022-01-14,2219.47,Delivered
SHP00334,P009,P007,C004,2023-03-16,2023-04-02,2023-04-02,2824.45,Delivered
SHP00335,P009,P011,C003,2023-08-03,2023-08-24,2023-08-24,4489.42,Delivered
SHP00336,P008,P001,C002,2024-05-28,2024-06-19,2024-06-19,3679.52,Delivered
SHP00337,P012,P003,C005,2022-06-12,2022-06-28,2022-06-28,2179.07,Delivered
SHP00338,P011,P003,C001,2023-02-10,2023-03-12,2023-03-12,5689.7,Delivered
SHP00339,P011,P002,C002,2022-01-02,2022-01-15,,2225.36,Cancelled
SHP00340,P012,P006,C002,2024-05-30,2024-06-12,2024-06-12,3373.13,In Transit
SHP00341,P012,P002,C002,2022-11-17,2022-12-06,2022-12-06,3090.09,Delivered
SHP00342,P011,P003,C002,2023-06-28,2023-07-27,2023-07-29,4939.65,Delayed
SHP00343,P012,P004,C003,2023-02-26,2023-03-17,2023-03-17,3344.93,Delivered
SHP00344,P010,P007,C006,2023-03-16,2023-03-23,2023-03-23,1287.13,Delivered
SHP00345,P004,P010,C010,2023-09-07,2023-09-26,2023-09-26,4097.97,Delivered
SHP00346,P004,P010,C010,2023-06-06,2023-06-19,2023-06-19,2394.01,Delivered
SHP00347,P004,P009,C007,2022-04-26,2022-05-09,2022-05-09,1421.63,Delivered
SHP00348,P006,P003,C007,2024-05-31,2024-06-19,2024-06-19,2464.74,In Transit
SHP00349,P002,P001,C010,2022-03-11,2022-03-21,2022-03-25,2690.08,Delayed
SHP00350,P011,P009,C007,2023-03-10,2023-03-30,2023-04-01,4098.93,Delayed
SHP00351,P005,P002,C005,2022-03-22,2022-04-03,2022-04-03,3023.35,Delivered
SHP00352,P011,P012,C002,2022-11-14,2022-12-04,2022-12-04,4814.99,Delivered
SHP00353,P002,P008,C002,2023-04-10,2023-05-09,2023-05-09,4708.98,Delivered
SHP00354,P012,P003,C001,2022-06-17,2022-06-30,2022-06-30,1914.44,Delivered
SHP00355,P012,P005,C003,2023-01-16,2023-02-05,2023-02-05,5675.47,Delivered
SHP00356,P006,P008,C005,2023-06-21,2023-07-02,2023-07-02,3219.73,Delivered
SHP00357,P008,P009,C009,2023-01-04,2023-01-14,2023-01-14,2438.78,Delivered
SHP00358,P010,P012,C002,2022-08-22,2022-09-09,2022-09-12,3477.83,Delayed
SHP00359,P001,P009,C006,2023-01-28,2023-02-13,2023-02-13,5668.94,Delivered
SHP00360,P011,P007,C004,2022-11-26,2022-12-09,2022-12-09,3074.45,Delivered
SHP00361,P002,P011,C006,2022-05-03,2022-05-21,2022-05-21,2139.61,Delivered
SHP00362,P007,P002,C008,2024-06-05,2024-06-19,2024-06-19,2989.53,In Transit
SHP00363,P001,P007,C004,2022-10-26,2022-11-14,2022-11-14,2925.78,Delivered
SHP00364,P004,P010,C004,2022-06-04,2022-06-14,2022-06-14,2356.18,Delivered
SHP00365,P011,P001,C006,2022-01-02,2022-01-22,2022-01-22,2962.85,Delivered
SHP00366,P007,P009,C001,2022-05-26,2022-06-13,2022-06-16,4988.73,Delayed
SHP00367,P009,P007,C006,2023-04-15,2023-04-30,2023-04-30,3493.7,Delivered
SHP00368,P001,P008,C003,2022-08-31,2022-09-24,2022-09-24,4316.99,Delivered
SHP00369,P012,P006,C006,2023-04-09,2023-04-21,2023-04-21,3958.13,Delivered
SHP00370,P002,P004,C008,2023-04-23,2023-05-12,2023-05-12,4474.58,Delivered
SHP00371,P004,P009,C005,2023-04-20,2023-05-04,2023-05-04,2262.32,Delivered
SHP00372,P010,P001,C004,2024-05-05,2024-05-12,2024-05-13,1033.08,Delivered
SHP00373,P001,P012,C005,2022-09-24,2022-10-10,2022-10-23,2837.53,Delayed
SHP00374,P008,P002,C003,2022-05-05,2022-05-25,2022-05-31,6310.07,Delayed
SHP00375,P004,P008,C006,2023-12-04,2023-12-19,2023-12-19,1129.23,Delivered
SHP00376,P002,P005,C008,2024-04-08,2024-04-17,2024-04-27,1985.76,Delivered
SHP00377,P008,P001,C003,2023-08-11,2023-09-06,2023-09-06,5677.04,Delivered
SHP00378,P004,P003,C005,2022-10-14,2022-10-27,2022-10-27,2165.6,Delivered
SHP00379,P004,P012,C005,2023-05-26,2023-06-11,2023-06-11,3126.44,Delivered
SHP00380,P011,P009,C004,2023-10-08,2023-10-30,2023-10-30,4823.58,Delivered
SHP00381,P006,P009,C009,2024-03-11,2024-03-24,2024-03-24,2522.92,Delivered
SHP00382,P010,P004,C001,2024-04-10,2024-04-24,2024-05-02,3800.74,Delivered
SHP00383,P004,P003,C002,2022-09-11,2022-09-26,2022-09-26,2919.58,Delivered
SHP00384,P004,P011,C007,2022-12-30,2023-01-15,2023-01-15,3097.51,Delivered
SHP00385,P012,P006,C010,2022-01-29,2022-02-13,2022-02-13,2558.85,Delivered
SHP00386,P008,P010,C005,2022-06-29,2022-07-24,2022-07-28,3455.8,Delayed
SHP00387,P001,P010,C008,2022-01-01,2022-01-08,2022-01-08,1657.99,Delivered
SHP00388,P006,P001,C001,2022-06-01,2022-06-30,2022-06-30,4897.11,Delivered
SHP00389,P009,P006,C002,2023-01-18,2023-02-02,2023-02-02,2845.71,Delivered
SHP00390,P003,P008,C008,2023-10-27,2023-11-11,2023-11-11,3634.81,Delivered
SHP00391,P010,P006,C004,2023-11-13,2023-12-03,,5125.47,Cancelled
SHP00392,P012,P010,C007,2024-05-21,2024-06-09,2024-06-18,3091.99,In Transit
SHP00393,P002,P009,C003,2022-12-06,2022-12-21,2022-12-21,5172.21,Delivered
SHP00394,P012,P011,C006,2023-04-03,2023-04-17,2023-04-17,4179.03,Delivered
SHP00395,P005,P002,C001,2022-02-19,2022-03-02,2022-03-02,2322.21,Delivered
SHP00396,P006,P010,C007,2022-04-14,2022-05-09,2022-05-09,5406.87,Delivered
SHP00397,P004,P003,C008,2022-03-17,2022-04-02,2022-04-02,1857.16,Delivered
SHP00398,P003,P008,C003,2024-01-20,2024-01-31,2024-01-31,4321.94,Delivered
SHP00399,P010,P011,C008,2023-12-23,2023-12-28,2023-12-28,1038.45,Delivered
SHP00400,P006,P004,C004,2023-02-24,2023-03-11,2023-03-11,2836.93,Delivered
SHP00401,P011,P005,C005,2022-09-01,2022-09-09,2022-09-10,2434.6,Delayed
SHP00402,P007,P002,C005,2024-04-23,2024-05-13,2024-05-13,2465.88,In Transit
SHP00403,P003,P012,C005,2022-03-25,2022-04-07,2022-04-07,1982.61,Delivered
SHP00404,P002,P012,C009,2023-02-01,2023-02-17,2023-02-17,3746.36,Delivered
SHP00405,P001,P006,C008,2023-04-22,2023-05-16,2023-05-16,5438.7,Delivered
SHP00406,P002,P012,C006,2024-04-07,2024-04-29,2024-04-29,4670.35,In Transit
SHP00407,P007,P010,C007,2023-07-03,2023-07-13,2023-07-13,1719.95,Delivered
SHP00408,P012,P001,C009,2023-08-08,2023-08-30,2023-08-30,3616.94,Delivered
SHP00409,P002,P009,C003,2022-06-21,2022-07-08,2022-07-08,1578.6,Delivered
SHP00410,P011,P003,C010,2022-09-22,2022-10-17,2022-10-17,6899.42,Delivered
SHP00411,P007,P010,C007,2023-07-20,2023-07-27,2023-07-27,1402.98,Delivered
SHP00412,P010,P009,C007,2022-04-26,2022-05-12,2022-05-12,2699.23,Delivered
SHP00413,P002,P003,C010,2024-03-09,2024-03-30,2024-03-30,6825.24,Delivered
SHP00414,P011,P008,C010,2023-09-16,2023-10-13,2023-10-14,3704.84,Delayed
SHP00415,P010,P012,C007,2022-02-09,2022-02-25,2022-02-25,2455.39,Delivered
SHP00416,P006,P001,C006,2024-04-17,2024-05-11,2024-05-11,7309.41,In Transit
SHP00417,P004,P003,C005,2024-02-01,2024-02-14,2024-02-14,2374.63,Delivered
SHP00418,P008,P004,C007,2024-01-29,2024-02-11,2024-02-11,2507.41,Delivered
SHP00419,P009,P003,C002,2022-11-15,2022-11-30,2022-11-30,2728.42,Delivered
SHP00420,P004,P005,C001,2022-09-13,2022-10-01,2022-10-01,5170.76,Delivered
SHP00421,P005,P007,C008,2023-06-02,2023-06-13,2023-06-13,2166.21,Delivered
SHP00422,P003,P009,C010,2023-07-19,2023-07-31,2023-07-31,3088.62,Delivered
SHP00423,P012,P002,C005,2022-01-29,2022-02-18,2022-02-19,4660.77,Delayed
SHP00424,P004,P012,C004,2022-10-03,2022-10-23,2022-10-23,1530.75,Delivered
SHP00425,P011,P001,C008,2022-05-16,2022-06-05,2022-06-05,3243.86,Delivered
SHP00426,P012,P011,C005,2023-03-10,2023-03-30,2023-03-30,4423.25,Delivered
SHP00427,P005,P012,C009,2024-04-24,2024-05-18,2024-05-18,4691.88,Delivered
SHP00428,P010,P011,C005,2022-11-02,2022-11-12,2022-11-12,1030.7,Delivered
SHP00429,P011,P006,C005,2022-09-25,2022-10-25,2022-10-25,6598.11,Delivered
SHP00430,P001,P011,C007,2023-11-08,2023-11-23,2023-11-23,3238.85,Delivered
SHP00431,P005,P006,C007,2023-02-19,2023-03-02,2023-03-02,3129.72,Delivered
SHP00432,P012,P004,C009,2023-10-16,2023-11-02,2023-11-02,2819.92,Delivered
SHP00433,P003,P012,C009,2022-07-05,2022-07-17,2022-07-19,2008.9,Delayed
SHP00434,P003,P012,C006,2023-11-02,2023-11-12,2023-11-12,3206.09,Delivered
SHP00435,P007,P006,C006,2022-09-24,2022-10-23,2022-10-23,5523.87,Delivered
SHP00436,P010,P002,C008,2024-06-29,2024-07-05,2024-07-05,1800.43,Delivered
SHP00437,P007,P001,C003,2022-05-21,2022-06-03,2022-06-03,4483.28,Delivered
SHP00438,P012,P003,C002,2023-05-15,2023-05-27,2023-05-27,1262.58,Delivered
SHP00439,P001,P009,C005,2022-08-03,2022-08-19,2022-08-19,3293.12,Delivered
SHP00440,P007,P012,C007,2023-02-18,2023-03-10,2023-03-10,2605.92,Delivered
SHP00441,P004,P007,C001,2022-11-26,2022-12-18,2022-12-18,3889.54,Delivered
SHP00442,P006,P005,C003,2022-04-16,2022-04-27,2022-04-27,1598.16,Delivered
SHP00443,P001,P006,C005,2023-04-12,2023-05-10,2023-05-10,6234.71,Delivered
SHP00444,P008,P006,C004,2022-06-18,2022-07-04,2022-07-06,1101.6,Delayed
SHP00445,P004,P001,C010,2023-06-01,2023-06-17,2023-06-19,4071.95,Delayed
SHP00446,P009,P011,C001,2023-09-01,2023-09-15,2023-09-15,3637.03,Delivered
SHP00447,P012,P002,C007,2023-03-31,2023-04-20,2023-04-27,3083.22,Delayed
SHP00448,P001,P006,C007,2023-11-09,2023-11-30,2023-11-30,4276.12,Delivered
SHP00449,P003,P008,C002,2023-06-08,2023-06-27,2023-06-27,2346.33,Delivered
SHP00450,P005,P010,C004,2023-01-02,2023-01-18,2023-01-18,2105.72,Delivered
SHP00451,P004,P009,C006,2022-08-29,2022-09-08,2022-09-10,2596.24,Delayed
SHP00452,P002,P010,C002,2024-01-11,2024-01-21,2024-01-23,1566.0,Delayed
SHP00453,P005,P006,C008,2022-02-21,2022-03-01,2022-03-01,2876.34,Delivered
SHP00454,P007,P002,C002,2024-05-21,2024-05-31,2024-06-03,1743.01,In Transit
SHP00455,P008,P011,C005,2024-06-18,2024-07-09,2024-07-09,5379.04,Delivered
SHP00456,P007,P009,C007,2023-10-27,2023-11-12,2023-11-13,4433.59,Delayed
SHP00457,P003,P002,C007,2023-08-28,2023-09-24,2023-09-24,6012.04,Delivered
SHP00458,P001,P012,C003,2023-05-10,2023-05-31,2023-06-06,3929.58,Delayed
SHP00459,P005,P012,C006,2022-01-13,2022-02-08,2022-02-08,3839.17,Delivered
SHP00460,P006,P010,C009,2023-12-06,2023-12-25,2023-12-25,4725.62,Delivered
SHP00461,P011,P012,C007,2022-06-02,2022-06-24,2022-06-24,5093.58,Delivered
SHP00462,P008,P009,C003,2022-03-18,2022-04-03,2022-04-03,2325.15,Delivered
SHP00463,P001,P010,C004,2023-07-18,2023-07-28,2023-07-28,1984.08,Delivered
SHP00464,P002,P009,C008,2022-11-20,2022-12-05,2022-12-05,4524.85,Delivered
SHP00465,P007,P008,C001,2023-07-25,2023-08-22,2023-08-23,3611.85,Delayed
SHP00466,P009,P010,C004,2023-11-02,2023-11-22,2023-11-22,1908.83,Delivered
SHP00467,P004,P009,C006,2023-07-28,2023-08-16,2023-08-16,2691.49,Delivered
SHP00468,P011,P004,C001,2022-12-16,2023-01-04,2023-01-04,5178.67,Delivered
SHP00469,P009,P006,C002,2022-02-16,2022-02-27,2022-02-27,3115.28,Delivered
SHP00470,P004,P005,C002,2024-05-22,2024-06-15,2024-06-15,5145.81,In Transit
SHP00471,P002,P008,C001,2023-10-11,2023-11-10,2023-11-10,5525.22,Delivered
SHP00472,P003,P009,C001,2023-06-28,2023-07-13,2023-07-28,3582.45,Delayed
SHP00473,P008,P010,C003,2023-12-10,2023-12-30,2023-12-30,3219.76,Delivered
SHP00474,P009,P007,C007,2023-09-16,2023-10-03,2023-10-03,5095.75,Delivered
SHP00475,P008,P003,C003,2023-02-27,2023-03-18,2023-03-18,2749.29,Delivered
SHP00476,P012,P009,C004,2022-07-25,2022-08-07,2022-08-07,3000.83,Delivered
SHP00477,P011,P003,C003,2023-05-31,2023-06-28,2023-06-28,5067.53,Delivered
SHP00478,P010,P012,C007,2023-11-22,2023-12-10,2023-12-10,3462.48,Delivered
SHP00479,P009,P002,C001,2023-01-26,2023-02-11,2023-02-17,2748.0,Delayed
SHP00480,P011,P005,C003,2024-05-09,2024-05-17,2024-05-17,2727.94,In Transit
SHP00481,P008,P002,C010,2024-06-07,2024-07-07,2024-07-07,6039.14,In Transit
SHP00482,P012,P005,C001,2023-01-26,2023-02-19,2023-02-19,5003.03,Delivered
SHP00483,P009,P001,C001,2024-02-01,2024-02-19,2024-02-19,4906.77,Delivered
SHP00484,P011,P012,C006,2024-02-13,2024-03-06,2024-03-06,2744.86,Delivered
SHP00485,P004,P006,C008,2022-07-01,2022-07-16,2022-07-17,3350.48,Delayed
SHP00486,P005,P010,C005,2022-05-14,2022-05-26,2022-05-26,2113.11,Delivered
SHP00487,P012,P003,C001,2022-06-07,2022-06-19,2022-06-19,2434.83,Delivered
SHP00488,P010,P009,C006,2022-03-16,2022-03-31,2022-03-31,2734.0,Delivered
SHP00489,P009,P003,C007,2023-07-11,2023-07-25,2023-07-25,2965.84,Delivered
SHP00490,P005,P004,C010,2023-06-28,2023-07-23,2023-07-23,4864.76,Delivered
SHP00491,P001,P003,C006,2023-04-02,2023-04-25,2023-04-25,4871.67,Delivered
SHP00492,P006,P008,C002,2023-01-31,2023-02-14,2023-02-14,1465.21,Delivered
SHP00493,P006,P010,C009,2023-04-02,2023-04-27,2023-04-28,5936.05,Delayed
SHP00494,P003,P010,C009,2022-01-08,2022-01-27,2022-01-27,5581.23,Delivered
SHP00495,P011,P007,C002,2022-07-30,2022-08-17,2022-08-17,3195.07,Delivered
SHP00496,P002,P012,C003,2022-01-25,2022-02-15,2022-02-15,2185.08,Delivered
SHP00497,P003,P006,C009,2022-03-14,2022-04-02,2022-04-02,2740.4,Delivered
SHP00498,P006,P001,C007,2023-11-21,2023-12-12,2023-12-12,5998.46,Delivered
SHP00499,P012,P010,C001,2023-12-19,2023-12-30,2023-12-30,2515.81,Delivered
SHP00500,P005,P009,C007,2023-02-09,2023-02-27,2023-02-27,5578.26,Delivered
SHP00501,P007,P010,C005,2023-10-12,2023-10-18,2023-10-18,2647.8,Delivered
SHP00502,P001,P010,C009,2022-05-25,2022-05-30,2022-06-05,1136.04,Delayed
SHP00503,P009,P002,C005,2022-08-04,2022-08-23,2022-08-23,4872.34,Delivered
SHP00504,P010,P005,C004,2022-04-28,2022-05-10,2022-05-10,2433.71,Delivered
SHP00505,P009,P008,C009,2022-03-16,2022-03-28,2022-03-28,2450.83,Delivered
SHP00506,P006,P003,C004,2022-04-13,2022-04-27,2022-04-27,3757.1,Delivered
SHP00507,P008,P006,C010,2023-11-07,2023-11-21,2023-11-21,1200.47,Delivered
SHP00508,P003,P001,C006,2022-09-10,2022-10-03,2022-10-03,5498.74,Delivered
SHP00509,P006,P003,C006,2024-06-17,2024-07-04,2024-07-04,2288.53,In Transit
SHP00510,P002,P006,C003,2023-07-06,2023-07-29,2023-07-29,6968.92,Delivered
SHP00511,P002,P001,C009,2023-10-09,2023-10-19,2023-10-19,2756.5,Delivered
SHP00512,P005,P010,C009,2023-04-29,2023-05-19,2023-05-19,2061.3,Delivered
SHP00513,P010,P005,C003,2023-04-21,2023-05-09,2023-05-09,1731.5,Delivered
SHP00514,P010,P012,C003,2024-02-15,2024-03-04,2024-03-09,2109.97,Delayed
SHP00515,P010,P012,C003,2024-01-24,2024-02-10,2024-02-10,1971.85,Delivered
SHP00516,P004,P001,C004,2023-06-15,2023-07-04,2023-07-04,4060.62,Delivered
SHP00517,P001,P012,C006,2022-04-16,2022-05-08,2022-05-08,3291.58,Delivered
SHP00518,P007,P012,C007,2023-01-10,2023-01-25,2023-01-25,2783.52,Delivered
SHP00519,P009,P007,C006,2024-04-16,2024-05-05,2024-05-05,3301.66,In Transit
SHP00520,P004,P002,C009,2023-10-21,2023-11-08,2023-11-08,2642.33,Delivered
SHP00521,P012,P002,C004,2023-03-01,2023-03-20,2023-03-20,3205.99,Delivered
SHP00522,P007,P001,C004,2022-02-14,2022-02-26,2022-02-26,2119.84,Delivered
SHP00523,P001,P011,C003,2022-02-27,2022-03-11,2022-03-11,2803.67,Delivered
SHP00524,P001,P012,C005,2022-03-29,2022-04-15,2022-04-15,4719.14,Delivered
SHP00525,P003,P005,C007,2023-09-08,2023-09-17,2023-09-17,2795.68,Delivered
SHP00526,P012,P011,C006,2023-04-10,2023-04-25,2023-04-25,4231.63,Delivered
SHP00527,P004,P010,C009,2023-12-02,2023-12-18,2023-12-18,3227.8,Delivered
SHP00528,P009,P010,C002,2022-04-06,2022-04-23,2022-04-23,4225.52,Delivered
SHP00529,P001,P012,C007,2023-06-19,2023-07-09,2023-07-09,2396.31,Delivered
SHP00530,P007,P006,C010,2024-04-03,2024-05-02,2024-05-07,3939.43,Delivered
SHP00531,P002,P006,C010,2024-06-16,2024-07-14,2024-07-14,3938.24,In Transit
SHP00532,P007,P012,C004,2023-12-06,2023-12-25,2023-12-25,1940.73,Delivered
SHP00533,P010,P005,C005,2024-05-25,2024-06-12,2024-06-12,2413.04,In Transit
SHP00534,P009,P008,C003,2023-01-15,2023-01-29,2023-01-29,3004.44,Delivered
SHP00535,P006,P008,C003,2024-05-25,2024-06-14,2024-06-20,2475.66,In Transit
SHP00536,P007,P006,C009,2023-09-21,2023-10-21,2023-10-21,3017.58,Delivered
SHP00537,P001,P003,C003,2023-04-28,2023-05-27,2023-05-27,3996.87,Delivered
SHP00538,P007,P008,C010,2023-11-03,2023-12-01,2023-12-01,6549.3,Delivered
SHP00539,P003,P012,C008,2023-03-26,2023-04-05,2023-04-05,3051.83,Delivered
SHP00540,P010,P009,C009,2023-12-17,2023-12-30,2023-12-30,2466.28,Delivered
SHP00541,P011,P001,C003,2022-03-30,2022-04-13,2022-04-13,1879.39,Delivered
SHP00542,P012,P002,C002,2023-07-17,2023-08-04,2023-08-04,4253.84,Delivered
SHP00543,P006,P005,C004,2023-09-13,2023-09-22,2023-09-22,2247.89,Delivered
SHP00544,P009,P002,C009,2022-10-29,2022-11-17,2022-11-17,4266.58,Delivered
SHP00545,P009,P011,C005,2023-12-12,2024-01-02,2024-01-02,4077.01,Delivered
SHP00546,P008,P012,C008,2023-08-24,2023-09-09,2023-09-10,1269.09,Delayed
SHP00547,P011,P004,C004,2024-03-30,2024-04-18,2024-04-18,2531.81,Delivered
SHP00548,P005,P002,C007,2023-11-21,2023-12-04,2023-12-04,1438.01,Delivered
SHP00549,P008,P006,C006,2022-08-12,2022-08-31,2022-08-31,2953.41,Delivered
SHP00550,P004,P005,C004,2024-06-12,2024-07-04,2024-07-06,2839.4,In Transit
SHP00551,P006,P003,C002,2022-05-03,2022-05-14,2022-05-14,2261.73,Delivered
SHP00552,P001,P009,C006,2023-09-28,2023-10-17,2023-10-17,4285.63,Delivered
SHP00553,P005,P009,C003,2024-02-22,2024-03-19,2024-03-19,3834.21,Delivered
SHP00554,P008,P010,C001,2023-05-30,2023-06-22,2023-06-22,5289.85,Delivered
SHP00555,P002,P010,C008,2022-11-20,2022-11-30,2022-12-01,1303.24,Delayed
SHP00556,P005,P003,C009,2022-09-27,2022-10-06,2022-10-06,2772.43,Delivered
SHP00557,P003,P009,C007,2022-08-04,2022-08-17,2022-08-17,2698.07,Delivered
SHP00558,P003,P011,C004,2024-04-13,2024-05-04,2024-05-04,5670.85,Delivered
SHP00559,P004,P003,C003,2023-04-30,2023-05-16,2023-05-23,3206.95,Delayed
SHP00560,P009,P006,C008,2022-11-04,2022-11-16,2022-11-16,3572.87,Delivered
SHP00561,P012,P003,C001,2022-08-09,2022-08-25,2022-08-25,3891.96,Delivered
SHP00562,P006,P010,C009,2024-04-09,2024-05-01,2024-05-01,4918.66,Delivered
SHP00563,P010,P004,C010,2023-08-13,2023-09-02,2023-09-02,2149.36,Delivered
SHP00564,P008,P009,C002,2023-01-26,2023-02-09,2023-02-09,2396.33,Delivered
SHP00565,P003,P012,C006,2023-03-08,2023-03-23,2023-03-23,2744.32,Delivered
SHP00566,P006,P007,C005,2023-12-29,2024-01-22,2024-01-22,5047.27,Delivered
SHP00567,P006,P011,C009,2023-04-07,2023-05-03,2023-05-03,6489.95,Delivered
SHP00568,P012,P002,C004,2022-06-20,2022-07-10,2022-07-14,2967.13,Delayed
SHP00569,P009,P001,C001,2024-02-29,2024-03-20,2024-03-20,5380.99,Delivered
SHP00570,P007,P005,C004,2022-09-11,2022-09-24,2022-09-24,2614.57,Delivered
SHP00571,P003,P001,C001,2023-11-11,2023-12-06,2023-12-06,3528.66,Delivered
SHP00572,P005,P010,C008,2022-05-19,2022-06-06,2022-06-06,3029.15,Delivered
SHP00573,P011,P010,C007,2023-06-21,2023-07-01,2023-07-01,822.24,Delivered
SHP00574,P008,P005,C006,2023-02-27,2023-03-09,2023-03-09,2089.89,Delivered
SHP00575,P003,P007,C005,2023-04-26,2023-05-24,,7313.32,Cancelled
SHP00576,P007,P005,C010,2022-08-25,2022-09-08,2022-09-09,1687.09,Delayed
SHP00577,P009,P007,C007,2022-09-13,2022-09-29,2022-09-29,4165.16,Delivered
SHP00578,P011,P004,C009,2024-02-22,2024-03-11,2024-03-11,3824.18,Delivered
SHP00579,P007,P004,C002,2022-07-06,2022-07-22,2022-07-22,3715.11,Delivered
SHP00580,P004,P007,C001,2022-06-05,2022-06-19,2022-06-19,2499.81,Delivered
SHP00581,P005,P006,C003,2024-01-03,2024-01-14,2024-01-14,2123.19,Delivered
SHP00582,P005,P009,C006,2023-04-20,2023-05-08,2023-05-08,6311.26,Delivered
SHP00583,P001,P006,C007,2022-03-15,2022-04-12,2022-04-12,4871.33,Delivered
SHP00584,P002,P005,C007,2024-02-29,2024-03-11,2024-03-11,1923.36,Delivered
SHP00585,P012,P002,C009,2023-11-13,2023-11-30,2023-11-30,3841.83,Delivered
SHP00586,P001,P010,C009,2022-05-06,2022-05-13,2022-05-13,1562.02,Delivered
SHP00587,P001,P012,C004,2022-04-26,2022-05-13,2022-05-13,3431.24,Delivered
SHP00588,P004,P001,C001,2023-08-19,2023-09-09,2023-09-09,3398.64,Delivered
SHP00589,P004,P003,C008,2022-04-04,2022-04-19,2022-04-19,4026.91,Delivered
SHP00590,P011,P003,C009,2024-03-21,2024-04-11,2024-04-13,4408.23,Delayed
SHP00591,P011,P006,C008,2024-01-21,2024-02-13,2024-02-15,4932.27,Delayed
SHP00592,P012,P008,C009,2022-10-29,2022-11-12,2022-11-12,1773.34,Delivered
SHP00593,P006,P007,C008,2022-10-09,2022-11-07,2022-11-07,5787.11,Delivered
SHP00594,P005,P010,C006,2023-04-10,2023-04-20,2023-04-20,2850.79,Delivered
SHP00595,P001,P011,C006,2024-03-05,2024-03-24,2024-03-24,2717.61,Delivered
SHP00596,P009,P012,C008,2024-02-24,2024-03-13,2024-03-13,1832.79,Delivered
SHP00597,P006,P002,C002,2023-06-20,2023-07-20,2023-07-25,7015.65,Delayed
SHP00598,P008,P004,C002,2022-02-02,2022-02-16,2022-02-16,3234.23,Delivered
SHP00599,P010,P011,C005,2022-02-20,2022-02-27,2022-02-27,2659.99,Delivered
SHP00600,P002,P009,C001,2023-01-05,2023-01-27,2023-01-27,4699.0,Delivered
SHP00601,P012,P001,C010,2022-09-30,2022-10-22,2022-10-26,2279.6,Delayed
SHP00602,P002,P003,C004,2023-06-29,2023-07-25,2023-08-02,6329.52,Delayed
SHP00603,P011,P003,C009,2024-02-07,2024-03-06,2024-03-06,3748.1,Delivered
SHP00604,P011,P007,C002,2022-06-20,2022-07-02,2022-07-02,2306.92,Delivered
SHP00605,P009,P011,C008,2022-12-27,2023-01-15,2023-01-15,5085.34,Delivered
