weather_id,port_id,weather_date,condition,wind_speed_kmh,visibility_km
616,P003,2022-01-22,Cloudy,22.0,16
617,P003,2022-01-25,Thunderstorm,81.0,4
618,P003,2022-01-28,Clear,6.0,13
619,P003,2022-01-31,Cloudy,13.8,16
620,P003,2022-02-03,Clear,8.4,15
621,P003,2022-02-06,Cloudy,10.6,12
622,P003,2022-02-09,Clear,24.7,16
623,P003,2022-02-12,Clear,14.4,5
624,P003,2022-02-15,Clear,5.3,15
625,P003,2022-02-18,Clear,22.0,15
626,P003,2022-02-21,Thunderstorm,68.1,4
627,P003,2022-02-24,Clear,11.4,11
628,P003,2022-02-27,Clear,13.3,7
629,P003,2022-03-02,Cloudy,24.4,18
630,P003,2022-03-05,Clear,14.6,11
631,P003,2022-03-08,Clear,19.8,6
632,P003,2022-03-11,Storm,61.1,1
633,P003,2022-03-14,Cloudy,23.0,17
634,P003,2022-03-17,Clear,5.6,5
635,P003,2022-03-20,Cloudy,30.7,5
636,P003,2022-03-23,Fog,9.3,2
637,P003,2022-03-26,Clear,21.0,6
638,P003,2022-03-29,Clear,5.5,20
639,P003,2022-04-01,Clear,29.1,14
640,P003,2022-04-04,Clear,27.6,17
641,P003,2022-04-07,Clear,28.2,20
642,P003,2022-04-10,Cloudy,16.8,19
643,P003,2022-04-13,Cloudy,24.2,8
644,P003,2022-04-16,Thunderstorm,86.9,1
645,P003,2022-04-19,Clear,6.4,5
646,P003,2022-04-22,Clear,34.8,18
647,P003,2022-04-25,Clear,7.6,16
648,P003,2022-04-28,Rain,21.1,5
649,P003,2022-05-01,Fog,18.0,2
650,P003,2022-05-04,Thunderstorm,42.2,1
651,P003,2022-05-07,Fog,6.1,2
652,P003,2022-05-10,Rain,28.7,17
653,P003,2022-05-13,Clear,10.1,9
654,P003,2022-05-16,Cloudy,8.6,15
655,P003,2022-05-19,Thunderstorm,77.7,4
656,P003,2022-05-22,Cloudy,25.0,12
657,P003,2022-05-25,Cloudy,24.8,13
658,P003,2022-05-28,Clear,26.9,12
659,P003,2022-05-31,Clear,28.0,7
660,P003,2022-06-03,Clear,30.1,12
661,P003,2022-06-06,Rain,27.1,11
662,P003,2022-06-09,Rain,7.3,20
663,P003,2022-06-12,Clear,5.4,11
664,P003,2022-06-15,Cloudy,16.6,20
665,P003,2022-06-18,Clear,11.3,15
666,P003,2022-06-21,Rain,14.4,19
667,P003,2022-06-24,Rain,30.4,8
668,P003,2022-06-27,Fog,8.3,2
669,P003,2022-06-30,Clear,18.6,11
670,P003,2022-07-03,Rain,10.6,13
671,P003,2022-07-06,Cloudy,25.6,8
672,P003,2022-07-09,Clear,31.3,8
673,P003,2022-07-12,Clear,31.8,10
674,P003,2022-07-15,Clear,19.3,19
675,P003,2022-07-18,Clear,8.5,7
676,P003,2022-07-21,Clear,11.4,17
677,P003,2022-07-24,Cloudy,20.2,6
678,P003,2022-07-27,Cloudy,16.1,6
679,P003,2022-07-30,Cloudy,27.0,18
680,P003,2022-08-02,Clear,10.7,10
681,P003,2022-08-05,Cloudy,20.9,20
682,P003,2022-08-08,Cloudy,8.3,6
683,P003,2022-08-11,Cloudy,33.8,12
684,P003,2022-08-14,Clear,31.9,13
685,P003,2022-08-17,Clear,21.0,13
686,P003,2022-08-20,Clear,23.6,17
687,P003,2022-08-23,Clear,8.0,13
688,P003,2022-08-26,Cloudy,10.1,11
689,P003,2022-08-29,Clear,13.6,14
690,P003,2022-09-01,Rain,7.8,20
691,P003,2022-09-04,Rain,30.6,12
692,P003,2022-09-07,Clear,25.4,10
693,P003,2022-09-10,Clear,32.0,9
694,P003,2022-09-13,Storm,73.3,4
695,P003,2022-09-16,Clear,10.3,13
696,P003,2022-09-19,Thunderstorm,48.5,1
697,P003,2022-09-22,Cloudy,34.1,5
698,P003,2022-09-25,Cloudy,12.4,8
699,P003,2022-09-28,Clear,5.5,14
700,P003,2022-10-01,Thunderstorm,66.3,2
701,P003,2022-10-04,Rain,28.3,8
702,P003,2022-10-07,Clear,27.1,19
703,P003,2022-10-10,Cloudy,15.5,13
704,P003,2022-10-13,Rain,12.6,19
705,P003,2022-10-16,Clear,15.6,15
706,P003,2022-10-19,Thunderstorm,78.7,5
707,P003,2022-10-22,Cloudy,13.1,5
708,P003,2022-10-25,Clear,17.3,12
709,P003,2022-10-28,Rain,9.2,20
710,P003,2022-10-31,Clear,22.3,18
711,P003,2022-11-03,Clear,27.3,11
712,P003,2022-11-06,Fog,10.7,1
713,P003,2022-11-09,Storm,83.9,5
714,P003,2022-11-12,Thunderstorm,62.5,5
715,P003,2022-11-15,Clear,32.3,16
716,P003,2022-11-18,Thunderstorm,59.6,4
717,P003,2022-11-21,Fog,9.1,1
718,P003,2022-11-24,Clear,20.6,15
719,P003,2022-11-27,Thunderstorm,46.1,4
720,P003,2022-11-30,Cloudy,28.8,16
721,P003,2022-12-03,Clear,34.1,20
722,P003,2022-12-06,Fog,7.2,3
723,P003,2022-12-09,Clear,34.0,10
724,P003,2022-12-12,Clear,13.6,14
725,P003,2022-12-15,Clear,6.2,14
726,P003,2022-12-18,Rain,8.7,20
727,P003,2022-12-21,Clear,17.9,5
728,P003,2022-12-24,Clear,9.1,14
729,P003,2022-12-27,Rain,20.1,9
730,P003,2022-12-30,Fog,15.7,1
731,P003,2023-01-02,Storm,49.8,5
732,P003,2023-01-05,Fog,9.4,1
733,P003,2023-01-08,Cloudy,15.6,17
734,P003,2023-01-11,Cloudy,34.0,8
735,P003,2023-01-14,Thunderstorm,86.0,5
736,P003,2023-01-17,Clear,21.9,15
737,P003,2023-01-20,Rain,9.2,11
738,P003,2023-01-23,Clear,17.5,11
739,P003,2023-01-26,Clear,7.6,19
740,P003,2023-01-29,Cloudy,16.3,18
741,P003,2023-02-01,Clear,20.8,15
742,P003,2023-02-04,Cloudy,25.6,16
743,P003,2023-02-07,Cloudy,17.8,18
744,P003,2023-02-10,Storm,63.1,5
745,P003,2023-02-13,Clear,28.0,7
746,P003,2023-02-16,Rain,23.5,14
747,P003,2023-02-19,Rain,22.4,16
748,P003,2023-02-22,Clear,21.3,14
749,P003,2023-02-25,Clear,30.4,9
750,P003,2023-02-28,Cloudy,5.2,19
751,P003,2023-03-03,Thunderstorm,44.2,3
752,P003,2023-03-06,Rain,24.5,15
753,P003,2023-03-09,Cloudy,29.7,20
754,P003,2023-03-12,Rain,30.9,8
755,P003,2023-03-15,Rain,25.2,6
756,P003,2023-03-18,Rain,20.5,20
757,P003,2023-03-21,Clear,31.9,9
758,P003,2023-03-24,Clear,14.3,5
759,P003,2023-03-27,Rain,23.7,11
760,P003,2023-03-30,Clear,5.0,8
761,P003,2023-04-02,Cloudy,12.4,8
762,P003,2023-04-05,Cloudy,30.0,19
763,P003,2023-04-08,Clear,32.8,14
764,P003,2023-04-11,Cloudy,34.5,12
765,P003,2023-04-14,Thunderstorm,67.3,5
766,P003,2023-04-17,Rain,30.8,8
767,P003,2023-04-20,Cloudy,24.1,10
768,P003,2023-04-23,Clear,27.3,12
769,P003,2023-04-26,Clear,27.2,11
770,P003,2023-04-29,Cloudy,13.7,8
771,P003,2023-05-02,Fog,12.4,3
772,P003,2023-05-05,Clear,16.6,8
773,P003,2023-05-08,Cloudy,29.4,9
774,P003,2023-05-11,Clear,18.7,17
775,P003,2023-05-14,Clear,14.1,19
776,P003,2023-05-17,Clear,32.2,9
777,P003,2023-05-20,Cloudy,26.7,13
778,P003,2023-05-23,Clear,9.7,11
779,P003,2023-05-26,Clear,26.2,17
780,P003,2023-05-29,Cloudy,10.2,9
781,P003,2023-06-01,Clear,26.6,15
782,P003,2023-06-04,Cloudy,30.8,9
783,P003,2023-06-07,Clear,27.9,14
784,P003,2023-06-10,Fog,6.0,3
785,P003,2023-06-13,Cloudy,33.9,10
786,P003,2023-06-16,Cloudy,32.8,13
787,P003,2023-06-19,Clear,14.7,16
788,P003,2023-06-22,Cloudy,29.9,7
789,P003,2023-06-25,Clear,30.6,10
790,P003,2023-06-28,Clear,25.0,20
791,P003,2023-07-01,Fog,12.1,1
792,P003,2023-07-04,Storm,80.4,2
793,P003,2023-07-07,Clear,31.4,17
794,P003,2023-07-10,Rain,17.6,7
795,P003,2023-07-13,Clear,12.5,6
796,P003,2023-07-16,Thunderstorm,43.6,3
797,P003,2023-07-19,Cloudy,30.2,10
798,P003,2023-07-22,Clear,26.0,17
799,P003,2023-07-25,Clear,24.1,11
800,P003,2023-07-28,Clear,19.7,14
801,P003,2023-07-31,Clear,27.3,18
802,P003,2023-08-03,Rain,29.3,11
803,P003,2023-08-06,Clear,5.7,8
804,P003,2023-08-09,Clear,29.3,5
805,P003,2023-08-12,Clear,17.2,7
806,P003,2023-08-15,Clear,25.5,20
807,P003,2023-08-18,Clear,11.2,20
808,P003,2023-08-21,Cloudy,15.7,9
809,P003,2023-08-24,Rain,18.2,17
810,P003,2023-08-27,Thunderstorm,68.5,2
811,P003,2023-08-30,Rain,13.9,8
812,P003,2023-09-02,Cloudy,6.5,15
813,P003,2023-09-05,Clear,29.6,14
814,P003,2023-09-08,Fog,8.8,3
815,P003,2023-09-11,Clear,31.2,10
816,P003,2023-09-14,Storm,43.7,5
817,P003,2023-09-17,Clear,20.5,14
818,P003,2023-09-20,Clear,6.7,8
819,P003,2023-09-23,Cloudy,33.1,13
820,P003,2023-09-26,Rain,6.0,18
821,P003,2023-09-29,Clear,15.0,6
822,P003,2023-10-02,Clear,21.4,15
823,P003,2023-10-05,Fog,15.0,1
824,P003,2023-10-08,Clear,7.2,6
825,P003,2023-10-11,Clear,7.1,18
826,P003,2023-10-14,Cloudy,23.4,7
827,P003,2023-10-17,Thunderstorm,63.9,2
828,P003,2023-10-20,Clear,6.3,6
829,P003,2023-10-23,Cloudy,11.8,16
830,P003,2023-10-26,Cloudy,14.1,12
831,P003,2023-10-29,Clear,6.7,11
832,P003,2023-11-01,Cloudy,30.8,5
833,P003,2023-11-04,Cloudy,6.6,17
834,P003,2023-11-07,Rain,17.9,18
835,P003,2023-11-10,Cloudy,8.5,8
836,P003,2023-11-13,Thunderstorm,89.1,3
837,P003,2023-11-16,Clear,15.3,6
838,P003,2023-11-19,Clear,7.8,5
839,P003,2023-11-22,Clear,27.4,6
840,P003,2023-11-25,Storm,40.7,2
841,P003,2023-11-28,Rain,7.3,9
842,P003,2023-12-01,Cloudy,13.5,15
843,P003,2023-12-04,Clear,24.7,12
844,P003,2023-12-07,Storm,46.5,4
845,P003,2023-12-10,Cloudy,8.7,7
846,P003,2023-12-13,Clear,33.2,11
847,P003,2023-12-16,Cloudy,27.1,16
848,P003,2023-12-19,Thunderstorm,82.9,4
849,P003,2023-12-22,Rain,33.2,14
850,P003,2023-12-25,Thunderstorm,52.2,3
851,P003,2023-12-28,Clear,21.2,8
852,P003,2023-12-31,Clear,32.0,20
853,P003,2024-01-03,Clear,11.1,9
854,P003,2024-01-06,Thunderstorm,66.0,3
855,P003,2024-01-09,Rain,11.3,16
856,P003,2024-01-12,Rain,28.6,6
857,P003,2024-01-15,Storm,74.9,4
858,P003,2024-01-18,Fog,5.3,1
859,P003,2024-01-21,Clear,22.6,14
860,P003,2024-01-24,Rain,7.5,13
861,P003,2024-01-27,Thunderstorm,59.2,1
862,P003,2024-01-30,Thunderstorm,59.2,1
863,P003,2024-02-02,Clear,16.4,18
864,P003,2024-02-05,Cloudy,24.8,6
865,P003,2024-02-08,Cloudy,15.4,5
866,P003,2024-02-11,Fog,16.3,2
867,P003,2024-02-14,Fog,18.6,3
868,P003,2024-02-17,Clear,5.8,18
869,P003,2024-02-20,Thunderstorm,79.1,1
870,P003,2024-02-23,Rain,21.6,14
871,P003,2024-02-26,Thunderstorm,86.9,4
872,P003,2024-02-29,Cloudy,26.6,13
873,P003,2024-03-03,Clear,16.4,12
874,P003,2024-03-06,Clear,5.5,13
875,P003,2024-03-09,Clear,12.5,14
876,P003,2024-03-12,Clear,16.8,13
877,P003,2024-03-15,Clear,24.8,5
878,P003,2024-03-18,Clear,22.1,15
879,P003,2024-03-21,Thunderstorm,82.4,4
880,P003,2024-03-24,Cloudy,18.2,19
881,P003,2024-03-27,Clear,15.8,11
882,P003,2024-03-30,Cloudy,22.4,7
883,P003,2024-04-02,Clear,23.3,15
884,P003,2024-04-05,Fog,11.6,2
885,P003,2024-04-08,Rain,13.3,20
886,P003,2024-04-11,Clear,23.9,9
887,P003,2024-04-14,Thunderstorm,72.8,2
888,P003,2024-04-17,Clear,6.2,19
889,P003,2024-04-20,Cloudy,6.3,12
890,P003,2024-04-23,Clear,26.4,13
891,P003,2024-04-26,Storm,40.8,3
892,P003,2024-04-29,Cloudy,6.3,12
893,P003,2024-05-02,Clear,7.3,19
894,P003,2024-05-05,Clear,7.3,11
895,P003,2024-05-08,Clear,16.1,18
896,P003,2024-05-11,Clear,17.8,14
897,P003,2024-05-14,Clear,14.8,16
898,P003,2024-05-17,Clear,17.2,16
899,P003,2024-05-20,Cloudy,34.2,5
900,P003,2024-05-23,Clear,6.3,9
901,P003,2024-05-26,Fog,5.4,3
902,P003,2024-05-29,Clear,14.4,16
903,P003,2024-06-01,Fog,10.7,3
904,P003,2024-06-04,Clear,26.8,17
905,P003,2024-06-07,Rain,24.5,7
906,P003,2024-06-10,Fog,19.9,3
907,P003,2024-06-13,Cloudy,22.2,18
908,P003,2024-06-16,Cloudy,8.6,6
909,P003,2024-06-19,Cloudy,24.8,19
910,P003,2024-06-22,Clear,10.9,14
911,P003,2024-06-25,Fog,9.9,2
912,P003,2024-06-28,Clear,14.4,8
913,P004,2022-01-01,Rain,18.4,18
914,P004,2022-01-04,Clear,15.6,7
915,P004,2022-01-07,Fog,14.8,3
916,P004,2022-01-10,Clear,28.6,12
917,P004,2022-01-13,Cloudy,29.8,9
918,P004,2022-01-16,Fog,8.7,2
919,P004,2022-01-19,Rain,25.0,13
920,P004,2022-01-22,Rain,15.2,8
921,P004,2022-01-25,Clear,17.6,9
922,P004,2022-01-28,Cloudy,24.0,11
923,P004,2022-01-31,Thunderstorm,83.8,1
924,P004,2022-02-03,Clear,17.6,20
925,P004,2022-02-06,Rain,8.8,6
926,P004,2022-02-09,Thunderstorm,41.2,2
927,P004,2022-02-12,Storm,46.6,5
928,P004,2022-02-15,Fog,18.6,2
929,P004,2022-02-18,Clear,25.9,12
930,P004,2022-02-21,Rain,8.6,15
931,P004,2022-02-24,Cloudy,23.5,6
932,P004,2022-02-27,Clear,32.6,19
933,P004,2022-03-02,Fog,14.5,3
934,P004,2022-03-05,Thunderstorm,54.5,4
935,P004,2022-03-08,Rain,27.0,7
936,P004,2022-03-11,Clear,5.2,16
937,P004,2022-03-14,Rain,18.6,15
938,P004,2022-03-17,Cloudy,20.3,13
939,P004,2022-03-20,Fog,6.5,2
940,P004,2022-03-23,Cloudy,6.4,18
941,P004,2022-03-26,Clear,16.5,10
942,P004,2022-03-29,Fog,5.6,3
943,P004,2022-04-01,Thunderstorm,76.5,4
944,P004,2022-04-04,Cloudy,22.3,15
945,P004,2022-04-07,Clear,13.5,8
946,P004,2022-04-10,Clear,19.6,12
947,P004,2022-04-13,Thunderstorm,54.4,3
948,P004,2022-04-16,Storm,77.7,2
949,P004,2022-04-19,Rain,9.2,11
950,P004,2022-04-22,Cloudy,20.3,10
951,P004,2022-04-25,Clear,32.1,11
952,P004,2022-04-28,Clear,30.0,5
953,P004,2022-05-01,Clear,13.5,18
954,P004,2022-05-04,Rain,20.6,19
955,P004,2022-05-07,Clear,8.3,8
956,P004,2022-05-10,Cloudy,18.0,13
957,P004,2022-05-13,Clear,9.1,13
958,P004,2022-05-16,Rain,8.5,16
959,P004,2022-05-19,Rain,27.3,12
960,P004,2022-05-22,Rain,14.8,15
961,P004,2022-05-25,Clear,23.9,7
962,P004,2022-05-28,Rain,14.4,6
963,P004,2022-05-31,Cloudy,33.0,15
964,P004,2022-06-03,Clear,21.7,6
965,P004,2022-06-06,Fog,14.4,1
966,P004,2022-06-09,Clear,16.3,12
967,P004,2022-06-12,Rain,13.0,9
968,P004,2022-06-15,Cloudy,10.6,20
969,P004,2022-06-18,Clear,11.0,7
970,P004,2022-06-21,Fog,17.9,3
971,P004,2022-06-24,Clear,18.0,20
972,P004,2022-06-27,Cloudy,11.3,10
973,P004,2022-06-30,Clear,25.6,17
974,P004,2022-07-03,Cloudy,12.0,16
975,P004,2022-07-06,Cloudy,24.7,10
976,P004,2022-07-09,Thunderstorm,82.0,3
977,P004,2022-07-12,Rain,19.7,17
978,P004,2022-07-15,Cloudy,21.3,14
979,P004,2022-07-18,Clear,8.4,14
980,P004,2022-07-21,Cloudy,18.4,12
981,P004,2022-07-24,Rain,8.5,19
982,P004,2022-07-27,Fog,14.9,2
983,P004,2022-07-30,Rain,26.1,20
984,P004,2022-08-02,Thunderstorm,83.2,5
985,P004,2022-08-05,Cloudy,12.0,14
986,P004,2022-08-08,Clear,11.5,18
987,P004,2022-08-11,Clear,28.2,13
988,P004,2022-08-14,Rain,17.3,19
989,P004,2022-08-17,Cloudy,12.8,6
990,P004,2022-08-20,Clear,26.8,15
991,P004,2022-08-23,Cloudy,6.4,19
992,P004,2022-08-26,Cloudy,22.2,10
993,P004,2022-08-29,Cloudy,28.4,8
994,P004,2022-09-01,Fog,14.2,2
995,P004,2022-09-04,Clear,21.2,5
996,P004,2022-09-07,Rain,7.7,15
997,P004,2022-09-10,Fog,16.5,3
998,P004,2022-09-13,Clear,6.5,11
999,P004,2022-09-16,Clear,11.0,10
1000,P004,2022-09-19,Thunderstorm,59.8,2
1001,P004,2022-09-22,Clear,9.8,16
1002,P004,2022-09-25,Clear,11.5,12
1003,P004,2022-09-28,Fog,5.5,1
1004,P004,2022-10-01,Rain,20.8,17
1005,P004,2022-10-04,Rain,6.3,14
1006,P004,2022-10-07,Clear,11.9,12
1007,P004,2022-10-10,Clear,27.5,17
1008,P004,2022-10-13,Rain,8.9,13
1009,P004,2022-10-16,Thunderstorm,43.8,5
1010,P004,2022-10-19,Rain,27.9,18
1011,P004,2022-10-22,Clear,27.3,9
1012,P004,2022-10-25,Clear,22.6,17
1013,P004,2022-10-28,Clear,23.2,14
1014,P004,2022-10-31,Rain,17.8,5
1015,P004,2022-11-03,Clear,18.8,8
1016,P004,2022-11-06,Clear,24.7,20
1017,P004,2022-11-09,Clear,17.9,12
1018,P004,2022-11-12,Storm,68.0,4
1019,P004,2022-11-15,Clear,26.1,12
1020,P004,2022-11-18,Clear,34.8,17
1021,P004,2022-11-21,Fog,16.4,3
1022,P004,2022-11-24,Clear,11.7,5
1023,P004,2022-11-27,Clear,12.0,16
1024,P004,2022-11-30,Cloudy,8.3,14
1025,P004,2022-12-03,Clear,29.3,7
1026,P004,2022-12-06,Clear,10.1,20
1027,P004,2022-12-09,Cloudy,7.5,17
1028,P004,2022-12-12,Cloudy,19.2,12
1029,P004,2022-12-15,Clear,19.8,18
1030,P004,2022-12-18,Clear,15.1,9
1031,P004,2022-12-21,Clear,25.7,18
1032,P004,2022-12-24,Thunderstorm,53.4,2
1033,P004,2022-12-27,Rain,28.8,20
1034,P004,2022-12-30,Clear,24.6,15
1035,P004,2023-01-02,Cloudy,19.5,7
1036,P004,2023-01-05,Fog,11.4,1
1037,P004,2023-01-08,Clear,27.7,10
1038,P004,2023-01-11,Cloudy,8.6,11
1039,P004,2023-01-14,Cloudy,34.2,6
1040,P004,2023-01-17,Thunderstorm,64.8,5
1041,P004,2023-01-20,Cloudy,27.5,18
1042,P004,2023-01-23,Clear,13.9,18
1043,P004,2023-01-26,Storm,76.0,3
1044,P004,2023-01-29,Cloudy,23.5,16
1045,P004,2023-02-01,Cloudy,10.0,14
1046,P004,2023-02-04,Cloudy,11.1,16
1047,P004,2023-02-07,Cloudy,12.5,19
1048,P004,2023-02-10,Clear,14.9,9
1049,P004,2023-02-13,Clear,26.5,20
1050,P004,2023-02-16,Clear,17.5,9
1051,P004,2023-02-19,Cloudy,34.8,5
1052,P004,2023-02-22,Clear,10.6,8
1053,P004,2023-02-25,Cloudy,14.9,6
1054,P004,2023-02-28,Cloudy,22.8,7
1055,P004,2023-03-03,Clear,21.8,12
1056,P004,2023-03-06,Clear,5.4,11
1057,P004,2023-03-09,Clear,29.6,18
1058,P004,2023-03-12,Cloudy,14.2,17
1059,P004,2023-03-15,Fog,13.4,3
1060,P004,2023-03-18,Rain,7.3,9
1061,P004,2023-03-21,Clear,11.5,10
1062,P004,2023-03-24,Clear,8.1,17
1063,P004,2023-03-27,Clear,28.2,13
1064,P004,2023-03-30,Storm,76.9,5
1065,P004,2023-04-02,Rain,19.2,10
1066,P004,2023-04-05,Clear,12.0,11
1067,P004,2023-04-08,Clear,29.1,9
1068,P004,2023-04-11,Clear,19.3,5
1069,P004,2023-04-14,Clear,31.9,6
1070,P004,2023-04-17,Clear,29.2,18
1071,P004,2023-04-20,Rain,14.8,8
1072,P004,2023-04-23,Clear,16.8,17
1073,P004,2023-04-26,Rain,15.6,15
1074,P004,2023-04-29,Cloudy,31.5,11
1075,P004,2023-05-02,Fog,19.2,2
1076,P004,2023-05-05,Rain,30.2,19
1077,P004,2023-05-08,Cloudy,28.7,8
1078,P004,2023-05-11,Cloudy,18.1,16
1079,P004,2023-05-14,Clear,31.0,19
1080,P004,2023-05-17,Rain,15.4,18
1081,P004,2023-05-20,Clear,21.8,11
1082,P004,2023-05-23,Clear,10.4,5
1083,P004,2023-05-26,Clear,15.8,11
1084,P004,2023-05-29,Clear,14.3,8
1085,P004,2023-06-01,Fog,18.7,3
1086,P004,2023-06-04,Fog,14.1,1
1087,P004,2023-06-07,Cloudy,24.3,17
1088,P004,2023-06-10,Clear,25.9,13
1089,P004,2023-06-13,Clear,6.7,5
1090,P004,2023-06-16,Thunderstorm,86.4,5
1091,P004,2023-06-19,Cloudy,19.7,20
1092,P004,2023-06-22,Rain,24.4,8
1093,P004,2023-06-25,Clear,5.9,9
1094,P004,2023-06-28,Rain,10.3,9
1095,P004,2023-07-01,Clear,30.0,8
1096,P004,2023-07-04,Clear,24.1,6
1097,P004,2023-07-07,Clear,30.7,13
1098,P004,2023-07-10,Storm,49.7,5
1099,P004,2023-07-13,Rain,15.0,15
1100,P004,2023-07-16,Thunderstorm,48.5,5
1101,P004,2023-07-19,Rain,16.0,5
1102,P004,2023-07-22,Fog,11.0,3
1103,P004,2023-07-25,Rain,6.9,9
1104,P004,2023-07-28,Rain,7.5,19
1105,P004,2023-07-31,Clear,23.3,18
1106,P004,2023-08-03,Clear,27.4,5
1107,P004,2023-08-06,Clear,21.8,8
1108,P004,2023-08-09,Clear,22.0,7
1109,P004,2023-08-12,Cloudy,18.9,8
1110,P004,2023-08-15,Fog,7.7,1
1111,P004,2023-08-18,Clear,22.7,5
1112,P004,2023-08-21,Rain,28.7,11
1113,P004,2023-08-24,Cloudy,18.8,12
1114,P004,2023-08-27,Clear,25.4,11
1115,P004,2023-08-30,Rain,27.1,14
1116,P004,2023-09-02,Clear,26.2,10
1117,P004,2023-09-05,Clear,22.0,18
1118,P004,2023-09-08,Clear,10.6,11
1119,P004,2023-09-11,Clear,13.8,19
1120,P004,2023-09-14,Clear,19.7,16
1121,P004,2023-09-17,Clear,24.3,19
1122,P004,2023-09-20,Rain,25.6,10
1123,P004,2023-09-23,Clear,30.0,17
1124,P004,2023-09-26,Clear,22.1,18
1125,P004,2023-09-29,Clear,29.3,14
1126,P004,2023-10-02,Clear,26.0,13
1127,P004,2023-10-05,Clear,28.2,13
1128,P004,2023-10-08,Clear,12.8,8
1129,P004,2023-10-11,Cloudy,23.9,20
1130,P004,2023-10-14,Clear,22.6,16
1131,P004,2023-10-17,Cloudy,24.7,6
1132,P004,2023-10-20,Clear,8.1,16
1133,P004,2023-10-23,Thunderstorm,40.4,4
1134,P004,2023-10-26,Cloudy,15.1,8
1135,P004,2023-10-29,Clear,15.7,10
1136,P004,2023-11-01,Cloudy,10.6,5
1137,P004,2023-11-04,Cloudy,23.5,18
1138,P004,2023-11-07,Rain,19.2,12
1139,P004,2023-11-10,Clear,16.2,15
1140,P004,2023-11-13,Cloudy,17.0,6
1141,P004,2023-11-16,Storm,83.9,5
1142,P004,2023-11-19,Clear,17.8,13
1143,P004,2023-11-22,Fog,11.0,1
1144,P004,2023-11-25,Clear,10.0,14
1145,P004,2023-11-28,Thunderstorm,88.3,5
1146,P004,2023-12-01,Clear,34.2,9
1147,P004,2023-12-04,Clear,15.0,6
1148,P004,2023-12-07,Storm,55.5,2
1149,P004,2023-12-10,Rain,18.8,10
1150,P004,2023-12-13,Cloudy,24.8,11
1151,P004,2023-12-16,Thunderstorm,55.1,1
1152,P004,2023-12-19,Clear,30.7,18
1153,P004,2023-12-22,Clear,12.3,16
1154,P004,2023-12-25,Clear,9.8,8
1155,P004,2023-12-28,Cloudy,25.6,11
1156,P004,2023-12-31,Fog,15.0,2
1157,P004,2024-01-03,Rain,27.9,8
1158,P004,2024-01-06,Clear,14.6,9
1159,P004,2024-01-09,Clear,14.8,14
1160,P004,2024-01-12,Rain,26.9,18
1161,P004,2024-01-15,Cloudy,21.0,16
1162,P004,2024-01-18,Cloudy,27.2,5
1163,P004,2024-01-21,Clear,23.3,12
1164,P004,2024-01-24,Clear,15.2,5
1165,P004,2024-01-27,Cloudy,27.6,7
1166,P004,2024-01-30,Cloudy,9.1,11
1167,P004,2024-02-02,Clear,14.1,7
1168,P004,2024-02-05,Clear,24.6,18
1169,P004,2024-02-08,Clear,14.3,20
1170,P004,2024-02-11,Clear,33.8,18
1171,P004,2024-02-14,Clear,16.9,8
1172,P004,2024-02-17,Cloudy,7.5,8
1173,P004,2024-02-20,Rain,17.1,5
1174,P004,2024-02-23,Clear,8.9,17
1175,P004,2024-02-26,Rain,5.3,17
1176,P004,2024-02-29,Cloudy,6.6,18
1177,P004,2024-03-03,Clear,24.0,19
1178,P004,2024-03-06,Cloudy,28.4,15
1179,P004,2024-03-09,Thunderstorm,88.6,1
1180,P004,2024-03-12,Rain,34.4,17
1181,P004,2024-03-15,Thunderstorm,44.0,1
1182,P004,2024-03-18,Clear,33.0,13
1183,P004,2024-03-21,Clear,29.4,19
1184,P004,2024-03-24,Cloudy,18.9,6
1185,P004,2024-03-27,Clear,19.7,16
1186,P004,2024-03-30,Clear,23.0,16
1187,P004,2024-04-02,Clear,15.1,14
1188,P004,2024-04-05,Rain,5.7,13
1189,P004,2024-04-08,Clear,15.7,5
1190,P004,2024-04-11,Cloudy,13.9,6
1191,P004,2024-04-14,Cloudy,15.7,6
1192,P004,2024-04-17,Cloudy,16.9,10
1193,P004,2024-04-20,Clear,7.8,9
1194,P004,2024-04-23,Cloudy,17.9,13
1195,P004,2024-04-26,Clear,18.7,12
1196,P004,2024-04-29,Fog,18.6,3
1197,P004,2024-05-02,Rain,22.1,6
1198,P004,2024-05-05,Clear,16.2,9
1199,P004,2024-05-08,Cloudy,26.7,8
1200,P004,2024-05-11,Clear,34.4,7
1201,P004,2024-05-14,Clear,24.1,14
1202,P004,2024-05-17,Cloudy,5.7,13
1203,P004,2024-05-20,Rain,27.3,7
1204,P004,2024-05-23,Thunderstorm,61.7,1
1205,P004,2024-05-26,Rain,22.1,14
1206,P004,2024-05-29,Cloudy,21.2,12
1207,P004,2024-06-01,Rain,6.5,20
1208,P004,2024-06-04,Clear,33.1,13
1209,P004,2024-06-07,Rain,28.3,13
1210,P004,2024-06-10,Cloudy,6.4,17
1211,P004,2024-06-13,Fog,15.2,2
1212,P004,2024-06-16,Clear,11.2,18
1213,P004,2024-06-19,Rain,13.2,19
1214,P004,2024-06-22,Cloudy,34.3,15
1215,P004,2024-06-25,Clear,11.7,15
1216,P004,2024-06-28,Clear,23.3,19
1217,P005,2022-01-01,Cloudy,24.0,15
1218,P005,2022-01-04,Cloudy,19.3,5
1219,P005,2022-01-07,Clear,14.6,19
