shipment_id,origin_port_id,destination_port_id,carrier_id,departure_date,scheduled_arrival,actual_arrival,cost_usd,status,delay_days,is_on_time,transit_days,departure_month,departure_year
SHP00217,P004,P003,C008,2023-06-12,2023-06-25,2023-06-25,3585.03,Delivered,0.0,True,13.0,2023-06,2023
SHP00218,P004,P005,C010,2022-12-28,2023-01-15,2023-01-19,4697.9,Delayed,4.0,False,22.0,2022-12,2022
SHP00219,P011,P012,C008,2022-10-20,2022-11-11,2022-11-12,3188.43,Delayed,1.0,False,23.0,2022-10,2022
SHP00220,P007,P006,C001,2023-02-15,2023-03-07,2023-03-07,4768.86,Delivered,0.0,True,20.0,2023-02,2023
SHP00221,P002,P008,C009,2023-04-07,2023-05-05,2023-05-05,6517.73,Delivered,0.0,True,28.0,2023-04,2023
SHP00222,P007,P006,C006,2023-07-26,2023-08-20,2023-08-20,4295.4,Delivered,0.0,True,25.0,2023-07,2023
SHP00223,P009,P001,C001,2022-02-09,2022-02-25,2022-02-25,4141.56,Delivered,0.0,True,16.0,2022-02,2022
SHP00224,P003,P007,C010,2022-11-23,2022-12-15,2022-12-15,5334.4,Delivered,0.0,True,22.0,2022-11,2022
SHP00225,P010,P006,C009,2024-04-28,2024-05-24,2024-05-24,4944.03,Delivered,0.0,True,26.0,2024-04,2024
SHP00226,P002,P008,C010,2022-11-12,2022-12-12,2022-12-16,5843.28,Delayed,4.0,False,34.0,2022-11,2022
SHP00227,P010,P011,C004,2024-01-09,2024-01-14,2024-01-14,564.76,Delivered,0.0,True,5.0,2024-01,2024
SHP00228,P003,P012,C004,2022-02-02,2022-02-16,2022-02-16,1496.82,Delivered,0.0,True,14.0,2022-02,2022
SHP00229,P006,P008,C003,2023-02-27,2023-03-12,2023-03-12,3914.85,Delivered,0.0,True,13.0,2023-02,2023
SHP00230,P001,P004,C009,2022-08-01,2022-08-23,2022-08-23,3484.42,Delivered,0.0,True,22.0,2022-08,2022
SHP00231,P006,P003,C008,2023-06-30,2023-07-15,2023-07-15,3452.99,Delivered,0.0,True,15.0,2023-06,2023
SHP00232,P005,P011,C008,2022-07-16,2022-07-25,2022-07-25,1343.72,Delivered,0.0,True,9.0,2022-07,2022
SHP00233,P005,P006,C004,2023-12-08,2023-12-21,2023-12-21,940.77,Delivered,0.0,True,13.0,2023-12,2023
SHP00234,P005,P002,C010,2023-11-24,2023-12-06,2023-12-06,2125.02,Delivered,0.0,True,12.0,2023-11,2023
SHP00235,P003,P006,C001,2022-10-22,2022-11-02,2022-11-02,2589.76,Delivered,0.0,True,11.0,2022-10,2022
SHP00236,P009,P005,C009,2023-12-14,2024-01-05,2024-01-06,5553.73,Delayed,1.0,False,23.0,2023-12,2023
SHP00237,P004,P001,C009,2022-08-20,2022-09-06,2022-09-07,3416.39,Delayed,1.0,False,18.0,2022-08,2022
SHP00238,P001,P010,C003,2023-02-21,2023-03-03,2023-03-03,1362.24,Delivered,0.0,True,10.0,2023-02,2023
SHP00239,P004,P006,C006,2022-10-20,2022-11-04,2022-11-15,2919.94,Delayed,11.0,False,26.0,2022-10,2022
SHP00240,P001,P004,C007,2024-06-22,2024-07-08,2024-07-08,2439.21,Delivered,0.0,True,16.0,2024-06,2024
SHP00241,P003,P006,C001,2022-01-10,2022-01-24,2022-01-24,2513.09,Delivered,0.0,True,14.0,2022-01,2022
SHP00242,P009,P010,C008,2024-06-29,2024-07-11,2024-07-11,2588.37,In Transit,0.0,True,12.0,2024-06,2024
SHP00243,P006,P003,C008,2023-10-26,2023-11-09,2023-11-09,1733.16,Delivered,0.0,True,14.0,2023-10,2023
SHP00244,P004,P003,C010,2024-05-26,2024-06-10,2024-06-10,3338.46,Delivered,0.0,True,15.0,2024-05,2024
SHP00245,P011,P002,C003,2022-05-24,2022-06-10,2022-06-10,2225.52,Delivered,0.0,True,17.0,2022-05,2022
SHP00246,P006,P005,C010,2024-01-11,2024-01-23,2024-02-04,2555.1,Delayed,12.0,False,24.0,2024-01,2024
SHP00247,P001,P012,C002,2023-04-22,2023-05-10,2023-05-10,5038.16,Delivered,0.0,True,18.0,2023-04,2023
SHP00248,P012,P002,C005,2023-01-12,2023-01-29,2023-01-29,2563.0,Delivered,0.0,True,17.0,2023-01,2023
SHP00249,P012,P010,C006,2023-03-02,2023-03-20,2023-03-20,3411.88,Delivered,0.0,True,18.0,2023-03,2023
SHP00250,P011,P010,C002,2023-06-23,2023-07-01,2023-07-01,400.0,Delivered,0.0,True,8.0,2023-06,2023
SHP00251,P002,P001,C009,2023-06-02,2023-06-15,2023-06-15,1804.5,Delivered,0.0,True,13.0,2023-06,2023
SHP00252,P004,P011,C008,2022-04-04,2022-04-26,2022-04-26,3352.87,Delivered,0.0,True,22.0,2022-04,2022
SHP00253,P007,P009,C010,2022-03-01,2022-03-23,2022-03-23,4050.48,Delivered,0.0,True,22.0,2022-03,2022
SHP00254,P012,P004,C010,2022-03-16,2022-03-26,2022-03-26,2307.8,Delivered,0.0,True,10.0,2022-03,2022
SHP00255,P001,P003,C008,2022-02-02,2022-02-26,2022-02-26,6304.78,Delivered,0.0,True,24.0,2022-02,2022
SHP00256,P007,P006,C007,2023-04-05,2023-05-01,2023-05-01,4442.94,Delivered,0.0,True,26.0,2023-04,2023
SHP00257,P009,P003,C006,2022-05-02,2022-05-13,2022-05-13,3523.63,Delivered,0.0,True,11.0,2022-05,2022
SHP00258,P001,P006,C008,2023-11-21,2023-12-19,2023-12-19,5993.09,Delivered,0.0,True,28.0,2023-11,2023
SHP00259,P008,P006,C003,2022-10-10,2022-10-23,2022-10-23,3641.22,Delivered,0.0,True,13.0,2022-10,2022
SHP00260,P001,P005,C004,2022-03-10,2022-03-18,2022-03-18,2579.39,Delivered,0.0,True,8.0,2022-03,2022
SHP00261,P001,P005,C001,2023-02-16,2023-02-27,2023-02-27,1929.7,Delivered,0.0,True,11.0,2023-02,2023
SHP00262,P005,P004,C010,2022-11-23,2022-12-16,2022-12-22,5363.01,Delayed,6.0,False,29.0,2022-11,2022
SHP00263,P009,P004,C007,2022-11-04,2022-11-18,2022-11-20,4104.53,Delayed,2.0,False,16.0,2022-11,2022
SHP00264,P007,P010,C008,2022-02-18,2022-02-25,2022-02-25,713.26,Delivered,0.0,True,7.0,2022-02,2022
SHP00265,P006,P008,C007,2022-06-02,2022-06-16,2022-06-16,2056.75,Delivered,0.0,True,14.0,2022-06,2022
SHP00266,P012,P003,C008,2022-03-01,2022-03-15,2022-03-15,2715.81,Delivered,0.0,True,14.0,2022-03,2022
SHP00267,P007,P004,C005,2022-07-28,2022-08-16,2022-08-16,4869.24,Delivered,0.0,True,19.0,2022-07,2022
SHP00268,P004,P001,C005,2023-01-22,2023-02-05,2023-02-05,2985.63,Delivered,0.0,True,14.0,2023-01,2023
SHP00269,P012,P011,C009,2022-08-11,2022-09-01,2022-09-01,4110.62,Delivered,0.0,True,21.0,2022-08,2022
SHP00270,P004,P002,C008,2022-09-06,2022-09-23,2022-09-23,4238.46,Delivered,0.0,True,17.0,2022-09,2022
SHP00271,P005,P008,C008,2023-07-01,2023-07-14,2023-07-14,1273.23,Delivered,0.0,True,13.0,2023-07,2023
SHP00272,P012,P008,C006,2022-07-28,2022-08-09,2022-08-09,1980.86,Delivered,0.0,True,12.0,2022-07,2022
SHP00273,P012,P003,C001,2022-09-25,2022-10-09,2022-10-09,2569.83,Delivered,0.0,True,14.0,2022-09,2022
SHP00274,P007,P011,C004,2023-05-27,2023-06-14,2023-06-14,2967.34,Delivered,0.0,True,18.0,2023-05,2023
SHP00275,P008,P012,C008,2023-04-17,2023-04-28,2023-04-28,2859.11,Delivered,0.0,True,11.0,2023-04,2023
SHP00276,P009,P012,C001,2023-06-21,2023-07-01,2023-07-01,2540.81,Delivered,0.0,True,10.0,2023-06,2023
SHP00277,P001,P002,C007,2022-05-21,2022-06-10,2022-06-10,3538.88,Delivered,0.0,True,20.0,2022-05,2022
SHP00278,P010,P012,C010,2023-05-10,2023-05-30,2023-05-30,1857.81,Delivered,0.0,True,20.0,2023-05,2023
SHP00279,P001,P002,C009,2024-01-10,2024-01-24,2024-01-24,1515.91,Delivered,0.0,True,14.0,2024-01,2024
SHP00280,P003,P002,C002,2023-06-21,2023-07-13,2023-07-13,5666.08,Delivered,0.0,True,22.0,2023-06,2023
SHP00281,P006,P005,C007,2022-03-22,2022-04-01,2022-04-01,2096.48,Delivered,0.0,True,10.0,2022-03,2022
SHP00282,P002,P012,C001,2022-04-06,2022-04-26,2022-04-26,4663.77,Delivered,0.0,True,20.0,2022-04,2022
SHP00283,P001,P004,C002,2023-05-27,2023-06-16,2023-06-16,4708.18,Delivered,0.0,True,20.0,2023-05,2023
SHP00284,P001,P005,C004,2024-06-07,2024-06-20,2024-06-20,1828.29,In Transit,0.0,True,13.0,2024-06,2024
SHP00285,P011,P005,C009,2023-08-01,2023-08-14,2023-08-15,2076.46,Delayed,1.0,False,14.0,2023-08,2023
SHP00286,P012,P007,C002,2022-11-03,2022-11-19,2022-11-19,5035.77,Delivered,0.0,True,16.0,2022-11,2022
SHP00287,P011,P009,C006,2023-01-29,2023-02-14,2023-02-14,4940.42,Delivered,0.0,True,16.0,2023-01,2023
SHP00288,P002,P008,C004,2024-05-08,2024-05-29,2024-05-29,6282.59,Delivered,0.0,True,21.0,2024-05,2024
SHP00289,P006,P001,C005,2024-03-13,2024-04-09,2024-04-09,5533.25,Delivered,0.0,True,27.0,2024-03,2024
SHP00290,P011,P007,C002,2024-03-01,2024-03-20,2024-03-20,2090.14,Delivered,0.0,True,19.0,2024-03,2024
SHP00292,P005,P009,C006,2024-02-19,2024-03-12,2024-03-12,3981.29,Delivered,0.0,True,22.0,2024-02,2024
SHP00293,P009,P010,C009,2023-02-22,2023-03-05,2023-03-10,2950.2,Delayed,5.0,False,16.0,2023-02,2023
SHP00294,P007,P001,C005,2023-02-28,2023-03-16,2023-03-16,3457.62,Delivered,0.0,True,16.0,2023-02,2023
SHP00295,P004,P011,C009,2022-06-23,2022-07-13,2022-07-16,3136.56,Delayed,3.0,False,23.0,2022-06,2022
SHP00296,P005,P008,C005,2023-05-11,2023-05-25,2023-05-25,2166.18,Delivered,0.0,True,14.0,2023-05,2023
SHP00297,P011,P008,C010,2023-09-24,2023-10-17,2023-10-17,4512.58,Delivered,0.0,True,23.0,2023-09,2023
SHP00298,P007,P006,C008,2022-12-09,2023-01-04,2023-01-04,6460.43,Delivered,0.0,True,26.0,2022-12,2022
SHP00299,P003,P006,C006,2023-09-10,2023-09-23,2023-09-23,1877.17,Delivered,0.0,True,13.0,2023-09,2023
SHP00300,P011,P008,C010,2024-03-11,2024-04-03,2024-04-03,4681.51,Delivered,0.0,True,23.0,2024-03,2024
SHP00301,P006,P002,C010,2022-07-24,2022-08-22,2022-08-22,4149.53,Delivered,0.0,True,29.0,2022-07,2022
SHP00302,P012,P004,C008,2024-03-27,2024-04-10,2024-04-10,1917.31,Delivered,0.0,True,14.0,2024-03,2024
SHP00303,P007,P012,C008,2022-05-23,2022-06-10,2022-06-10,3894.22,Delivered,0.0,True,18.0,2022-05,2022
SHP00304,P010,P008,C010,2023-02-15,2023-03-13,2023-03-13,4742.71,Delivered,0.0,True,26.0,2023-02,2023
SHP00305,P009,P001,C006,2023-12-20,2024-01-11,2024-01-11,4983.68,Delivered,0.0,True,22.0,2023-12,2023
SHP00306,P003,P012,C010,2022-02-15,2022-03-01,2022-03-01,3010.05,Delivered,0.0,True,14.0,2022-02,2022
SHP00307,P006,P008,C002,2022-01-11,2022-01-22,2022-01-22,2021.43,Delivered,0.0,True,11.0,2022-01,2022
SHP00308,P008,P006,C007,2023-04-20,2023-05-10,2023-05-10,2563.03,Delivered,0.0,True,20.0,2023-04,2023
SHP00309,P001,P009,C002,2022-10-30,2022-11-19,2022-11-19,3256.06,Delivered,0.0,True,20.0,2022-10,2022
SHP00310,P006,P009,C004,2023-06-18,2023-07-01,2023-07-01,1277.22,Delivered,0.0,True,13.0,2023-06,2023
SHP00311,P008,P006,C002,2022-11-04,2022-11-14,2022-11-14,2508.29,Delivered,0.0,True,10.0,2022-11,2022
SHP00312,P003,P005,C009,2022-06-28,2022-07-10,2022-07-11,1563.01,Delayed,1.0,False,13.0,2022-06,2022
SHP00313,P004,P008,C003,2022-07-10,2022-07-25,2022-07-25,2384.79,Delivered,0.0,True,15.0,2022-07,2022
SHP00314,P007,P008,C001,2023-12-23,2024-01-15,2024-01-15,5130.33,Delivered,0.0,True,23.0,2023-12,2023
SHP00315,P002,P011,C002,2024-03-29,2024-04-16,2024-04-16,2024.52,Delivered,0.0,True,18.0,2024-03,2024
SHP00316,P009,P012,C006,2023-09-04,2023-09-20,2023-09-20,2955.33,Delivered,0.0,True,16.0,2023-09,2023
SHP00317,P008,P011,C003,2024-04-13,2024-05-13,2024-05-13,4487.33,In Transit,0.0,True,30.0,2024-04,2024
SHP00318,P004,P006,C002,2022-07-07,2022-07-19,2022-07-19,2537.48,Delivered,0.0,True,12.0,2022-07,2022
SHP00319,P003,P011,C007,2023-03-10,2023-04-01,2023-04-01,6399.93,Delivered,0.0,True,22.0,2023-03,2023
SHP00320,P003,P009,C005,2022-05-24,2022-06-04,2022-06-04,2102.94,Delivered,0.0,True,11.0,2022-05,2022
SHP00321,P006,P001,C008,2022-05-20,2022-06-12,2022-06-12,6168.13,Delivered,0.0,True,23.0,2022-05,2022
SHP00322,P007,P009,C008,2022-06-21,2022-07-06,2022-07-06,4353.72,Delivered,0.0,True,15.0,2022-06,2022
SHP00323,P001,P006,C004,2023-07-05,2023-07-29,2023-08-01,4957.59,Delayed,3.0,False,27.0,2023-07,2023
SHP00324,P002,P011,C002,2022-10-02,2022-10-20,2022-10-20,1610.54,Delivered,0.0,True,18.0,2022-10,2022
SHP00325,P001,P009,C009,2022-08-12,2022-09-01,2022-09-02,4316.37,Delayed,1.0,False,21.0,2022-08,2022
SHP00326,P008,P005,C006,2024-06-01,2024-06-15,2024-06-15,2200.78,In Transit,0.0,True,14.0,2024-06,2024
SHP00327,P004,P005,C010,2023-12-07,2023-12-30,2023-12-30,4193.45,Delivered,0.0,True,23.0,2023-12,2023
SHP00328,P004,P001,C010,2022-12-26,2023-01-17,2023-01-26,3906.39,Delayed,9.0,False,31.0,2022-12,2022
SHP00329,P012,P005,C005,2023-08-10,2023-09-01,2023-09-01,5715.66,Delivered,0.0,True,22.0,2023-08,2023
SHP00330,P007,P001,C005,2024-06-06,2024-06-26,2024-06-26,2762.38,In Transit,0.0,True,20.0,2024-06,2024
SHP00331,P006,P004,C007,2023-05-17,2023-05-28,2023-05-28,1827.41,Delivered,0.0,True,11.0,2023-05,2023
SHP00332,P002,P008,C009,2024-02-07,2024-03-02,2024-03-02,6580.2,Delivered,0.0,True,24.0,2024-02,2024
SHP00333,P008,P006,C010,2022-01-03,2022-01-14,2022-01-14,2219.47,Delivered,0.0,True,11.0,2022-01,2022
SHP00334,P009,P007,C004,2023-03-16,2023-04-02,2023-04-02,2824.45,Delivered,0.0,True,17.0,2023-03,2023
SHP00335,P009,P011,C003,2023-08-03,2023-08-24,2023-08-24,4489.42,Delivered,0.0,True,21.0,2023-08,2023
SHP00336,P008,P001,C002,2024-05-28,2024-06-19,2024-06-19,3679.52,Delivered,0.0,True,22.0,2024-05,2024
SHP00337,P012,P003,C005,2022-06-12,2022-06-28,2022-06-28,2179.07,Delivered,0.0,True,16.0,2022-06,2022
SHP00338,P011,P003,C001,2023-02-10,2023-03-12,2023-03-12,5689.7,Delivered,0.0,True,30.0,2023-02,2023
SHP00340,P012,P006,C002,2024-05-30,2024-06-12,2024-06-12,3373.13,In Transit,0.0,True,13.0,2024-05,2024
SHP00341,P012,P002,C002,2022-11-17,2022-12-06,2022-12-06,3090.09,Delivered,0.0,True,19.0,2022-11,2022
SHP00342,P011,P003,C002,2023-06-28,2023-07-27,2023-07-29,4939.65,Delayed,2.0,False,31.0,2023-06,2023
SHP00343,P012,P004,C003,2023-02-26,2023-03-17,2023-03-17,3344.93,Delivered,0.0,True,19.0,2023-02,2023
SHP00344,P010,P007,C006,2023-03-16,2023-03-23,2023-03-23,1287.13,Delivered,0.0,True,7.0,2023-03,2023
SHP00345,P004,P010,C010,2023-09-07,2023-09-26,2023-09-26,4097.97,Delivered,0.0,True,19.0,2023-09,2023
SHP00346,P004,P010,C010,2023-06-06,2023-06-19,2023-06-19,2394.01,Delivered,0.0,True,13.0,2023-06,2023
SHP00347,P004,P009,C007,2022-04-26,2022-05-09,2022-05-09,1421.63,Delivered,0.0,True,13.0,2022-04,2022
SHP00348,P006,P003,C007,2024-05-31,2024-06-19,2024-06-19,2464.74,In Transit,0.0,True,19.0,2024-05,2024
SHP00349,P002,P001,C010,2022-03-11,2022-03-21,2022-03-25,2690.08,Delayed,4.0,False,14.0,2022-03,2022
SHP00350,P011,P009,C007,2023-03-10,2023-03-30,2023-04-01,4098.93,Delayed,2.0,False,22.0,2023-03,2023
SHP00351,P005,P002,C005,2022-03-22,2022-04-03,2022-04-03,3023.35,Delivered,0.0,True,12.0,2022-03,2022
SHP00352,P011,P012,C002,2022-11-14,2022-12-04,2022-12-04,4814.99,Delivered,0.0,True,20.0,2022-11,2022
SHP00353,P002,P008,C002,2023-04-10,2023-05-09,2023-05-09,4708.98,Delivered,0.0,True,29.0,2023-04,2023
SHP00354,P012,P003,C001,2022-06-17,2022-06-30,2022-06-30,1914.44,Delivered,0.0,True,13.0,2022-06,2022
SHP00355,P012,P005,C003,2023-01-16,2023-02-05,2023-02-05,5675.47,Delivered,0.0,True,20.0,2023-01,2023
SHP00356,P006,P008,C005,2023-06-21,2023-07-02,2023-07-02,3219.73,Delivered,0.0,True,11.0,2023-06,2023
SHP00357,P008,P009,C009,2023-01-04,2023-01-14,2023-01-14,2438.78,Delivered,0.0,True,10.0,2023-01,2023
SHP00358,P010,P012,C002,2022-08-22,2022-09-09,2022-09-12,3477.83,Delayed,3.0,False,21.0,2022-08,2022
SHP00359,P001,P009,C006,2023-01-28,2023-02-13,2023-02-13,5668.94,Delivered,0.0,True,16.0,2023-01,2023
SHP00360,P011,P007,C004,2022-11-26,2022-12-09,2022-12-09,3074.45,Delivered,0.0,True,13.0,2022-11,2022
SHP00361,P002,P011,C006,2022-05-03,2022-05-21,2022-05-21,2139.61,Delivered,0.0,True,18.0,2022-05,2022
SHP00362,P007,P002,C008,2024-06-05,2024-06-19,2024-06-19,2989.53,In Transit,0.0,True,14.0,2024-06,2024
SHP00363,P001,P007,C004,2022-10-26,2022-11-14,2022-11-14,2925.78,Delivered,0.0,True,19.0,2022-10,2022
SHP00364,P004,P010,C004,2022-06-04,2022-06-14,2022-06-14,2356.18,Delivered,0.0,True,10.0,2022-06,2022
SHP00365,P011,P001,C006,2022-01-02,2022-01-22,2022-01-22,2962.85,Delivered,0.0,True,20.0,2022-01,2022
SHP00366,P007,P009,C001,2022-05-26,2022-06-13,2022-06-16,4988.73,Delayed,3.0,False,21.0,2022-05,2022
SHP00367,P009,P007,C006,2023-04-15,2023-04-30,2023-04-30,3493.7,Delivered,0.0,True,15.0,2023-04,2023
SHP00368,P001,P008,C003,2022-08-31,2022-09-24,2022-09-24,4316.99,Delivered,0.0,True,24.0,2022-08,2022
SHP00369,P012,P006,C006,2023-04-09,2023-04-21,2023-04-21,3958.13,Delivered,0.0,True,12.0,2023-04,2023
SHP00370,P002,P004,C008,2023-04-23,2023-05-12,2023-05-12,4474.58,Delivered,0.0,True,19.0,2023-04,2023
SHP00371,P004,P009,C005,2023-04-20,2023-05-04,2023-05-04,2262.32,Delivered,0.0,True,14.0,2023-04,2023
SHP00372,P010,P001,C004,2024-05-05,2024-05-12,2024-05-13,1033.08,Delivered,1.0,False,8.0,2024-05,2024
SHP00373,P001,P012,C005,2022-09-24,2022-10-10,2022-10-23,2837.53,Delayed,13.0,False,29.0,2022-09,2022
SHP00374,P008,P002,C003,2022-05-05,2022-05-25,2022-05-31,6310.07,Delayed,6.0,False,26.0,2022-05,2022
SHP00375,P004,P008,C006,2023-12-04,2023-12-19,2023-12-19,1129.23,Delivered,0.0,True,15.0,2023-12,2023
SHP00376,P002,P005,C008,2024-04-08,2024-04-17,2024-04-27,1985.76,Delivered,10.0,False,19.0,2024-04,2024
SHP00377,P008,P001,C003,2023-08-11,2023-09-06,2023-09-06,5677.04,Delivered,0.0,True,26.0,2023-08,2023
SHP00378,P004,P003,C005,2022-10-14,2022-10-27,2022-10-27,2165.6,Delivered,0.0,True,13.0,2022-10,2022
SHP00379,P004,P012,C005,2023-05-26,2023-06-11,2023-06-11,3126.44,Delivered,0.0,True,16.0,2023-05,2023
SHP00380,P011,P009,C004,2023-10-08,2023-10-30,2023-10-30,4823.58,Delivered,0.0,True,22.0,2023-10,2023
SHP00381,P006,P009,C009,2024-03-11,2024-03-24,2024-03-24,2522.92,Delivered,0.0,True,13.0,2024-03,2024
SHP00382,P010,P004,C001,2024-04-10,2024-04-24,2024-05-02,3800.74,Delivered,8.0,False,22.0,2024-04,2024
SHP00383,P004,P003,C002,2022-09-11,2022-09-26,2022-09-26,2919.58,Delivered,0.0,True,15.0,2022-09,2022
SHP00384,P004,P011,C007,2022-12-30,2023-01-15,2023-01-15,3097.51,Delivered,0.0,True,16.0,2022-12,2022
SHP00385,P012,P006,C010,2022-01-29,2022-02-13,2022-02-13,2558.85,Delivered,0.0,True,15.0,2022-01,2022
SHP00386,P008,P010,C005,2022-06-29,2022-07-24,2022-07-28,3455.8,Delayed,4.0,False,29.0,2022-06,2022
SHP00387,P001,P010,C008,2022-01-01,2022-01-08,2022-01-08,1657.99,Delivered,0.0,True,7.0,2022-01,2022
SHP00388,P006,P001,C001,2022-06-01,2022-06-30,2022-06-30,4897.11,Delivered,0.0,True,29.0,2022-06,2022
SHP00389,P009,P006,C002,2023-01-18,2023-02-02,2023-02-02,2845.71,Delivered,0.0,True,15.0,2023-01,2023
SHP00390,P003,P008,C008,2023-10-27,2023-11-11,2023-11-11,3634.81,Delivered,0.0,True,15.0,2023-10,2023
SHP00392,P012,P010,C007,2024-05-21,2024-06-09,2024-06-18,3091.99,In Transit,9.0,False,28.0,2024-05,2024
SHP00393,P002,P009,C003,2022-12-06,2022-12-21,2022-12-21,5172.21,Delivered,0.0,True,15.0,2022-12,2022
SHP00394,P012,P011,C006,2023-04-03,2023-04-17,2023-04-17,4179.03,Delivered,0.0,True,14.0,2023-04,2023
SHP00395,P005,P002,C001,2022-02-19,2022-03-02,2022-03-02,2322.21,Delivered,0.0,True,11.0,2022-02,2022
SHP00396,P006,P010,C007,2022-04-14,2022-05-09,2022-05-09,5406.87,Delivered,0.0,True,25.0,2022-04,2022
SHP00397,P004,P003,C008,2022-03-17,2022-04-02,2022-04-02,1857.16,Delivered,0.0,True,16.0,2022-03,2022
SHP00398,P003,P008,C003,2024-01-20,2024-01-31,2024-01-31,4321.94,Delivered,0.0,True,11.0,2024-01,2024
SHP00399,P010,P011,C008,2023-12-23,2023-12-28,2023-12-28,1038.45,Delivered,0.0,True,5.0,2023-12,2023
SHP00400,P006,P004,C004,2023-02-24,2023-03-11,2023-03-11,2836.93,Delivered,0.0,True,15.0,2023-02,2023
SHP00401,P011,P005,C005,2022-09-01,2022-09-09,2022-09-10,2434.6,Delayed,1.0,False,9.0,2022-09,2022
SHP00402,P007,P002,C005,2024-04-23,2024-05-13,2024-05-13,2465.88,In Transit,0.0,True,20.0,2024-04,2024
SHP00403,P003,P012,C005,2022-03-25,2022-04-07,2022-04-07,1982.61,Delivered,0.0,True,13.0,2022-03,2022
SHP00404,P002,P012,C009,2023-02-01,2023-02-17,2023-02-17,3746.36,Delivered,0.0,True,16.0,2023-02,2023
SHP00405,P001,P006,C008,2023-04-22,2023-05-16,2023-05-16,5438.7,Delivered,0.0,True,24.0,2023-04,2023
SHP00406,P002,P012,C006,2024-04-07,2024-04-29,2024-04-29,4670.35,In Transit,0.0,True,22.0,2024-04,2024
SHP00407,P007,P010,C007,2023-07-03,2023-07-13,2023-07-13,1719.95,Delivered,0.0,True,10.0,2023-07,2023
SHP00408,P012,P001,C009,2023-08-08,2023-08-30,2023-08-30,3616.94,Delivered,0.0,True,22.0,2023-08,2023
SHP00409,P002,P009,C003,2022-06-21,2022-07-08,2022-07-08,1578.6,Delivered,0.0,True,17.0,2022-06,2022
SHP00410,P011,P003,C010,2022-09-22,2022-10-17,2022-10-17,6899.42,Delivered,0.0,True,25.0,2022-09,2022
SHP00411,P007,P010,C007,2023-07-20,2023-07-27,2023-07-27,1402.98,Delivered,0.0,True,7.0,2023-07,2023
SHP00412,P010,P009,C007,2022-04-26,2022-05-12,2022-05-12,2699.23,Delivered,0.0,True,16.0,2022-04,2022
SHP00413,P002,P003,C010,2024-03-09,2024-03-30,2024-03-30,6825.24,Delivered,0.0,True,21.0,2024-03,2024
SHP00414,P011,P008,C010,2023-09-16,2023-10-13,2023-10-14,3704.84,Delayed,1.0,False,28.0,2023-09,2023
SHP00415,P010,P012,C007,2022-02-09,2022-02-25,2022-02-25,2455.39,Delivered,0.0,True,16.0,2022-02,2022
SHP00416,P006,P001,C006,2024-04-17,2024-05-11,2024-05-11,7309.41,In Transit,0.0,True,24.0,2024-04,2024
SHP00417,P004,P003,C005,2024-02-01,2024-02-14,2024-02-14,2374.63,Delivered,0.0,True,13.0,2024-02,2024
SHP00418,P008,P004,C007,2024-01-29,2024-02-11,2024-02-11,2507.41,Delivered,0.0,True,13.0,2024-01,2024
SHP00419,P009,P003,C002,2022-11-15,2022-11-30,2022-11-30,2728.42,Delivered,0.0,True,15.0,2022-11,2022
SHP00420,P004,P005,C001,2022-09-13,2022-10-01,2022-10-01,5170.76,Delivered,0.0,True,18.0,2022-09,2022
SHP00421,P005,P007,C008,2023-06-02,2023-06-13,2023-06-13,2166.21,Delivered,0.0,True,11.0,2023-06,2023
SHP00422,P003,P009,C010,2023-07-19,2023-07-31,2023-07-31,3088.62,Delivered,0.0,True,12.0,2023-07,2023
SHP00423,P012,P002,C005,2022-01-29,2022-02-18,2022-02-19,4660.77,Delayed,1.0,False,21.0,2022-01,2022
SHP00424,P004,P012,C004,2022-10-03,2022-10-23,2022-10-23,1530.75,Delivered,0.0,True,20.0,2022-10,2022
SHP00425,P011,P001,C008,2022-05-16,2022-06-05,2022-06-05,3243.86,Delivered,0.0,True,20.0,2022-05,2022
SHP00426,P012,P011,C005,2023-03-10,2023-03-30,2023-03-30,4423.25,Delivered,0.0,True,20.0,2023-03,2023
SHP00427,P005,P012,C009,2024-04-24,2024-05-18,2024-05-18,4691.88,Delivered,0.0,True,24.0,2024-04,2024
SHP00428,P010,P011,C005,2022-11-02,2022-11-12,2022-11-12,1030.7,Delivered,0.0,True,10.0,2022-11,2022
SHP00429,P011,P006,C005,2022-09-25,2022-10-25,2022-10-25,6598.11,Delivered,0.0,True,30.0,2022-09,2022
SHP00430,P001,P011,C007,2023-11-08,2023-11-23,2023-11-23,3238.85,Delivered,0.0,True,15.0,2023-11,2023
SHP00431,P005,P006,C007,2023-02-19,2023-03-02,2023-03-02,3129.72,Delivered,0.0,True,11.0,2023-02,2023
SHP00432,P012,P004,C009,2023-10-16,2023-11-02,2023-11-02,2819.92,Delivered,0.0,True,17.0,2023-10,2023
SHP00433,P003,P012,C009,2022-07-05,2022-07-17,2022-07-19,2008.9,Delayed,2.0,False,14.0,2022-07,2022
SHP00434,P003,P012,C006,2023-11-02,2023-11-12,2023-11-12,3206.09,Delivered,0.0,True,10.0,2023-11,2023
SHP00435,P007,P006,C006,2022-09-24,2022-10-23,2022-10-23,5523.87,Delivered,0.0,True,29.0,2022-09,2022
SHP00436,P010,P002,C008,2024-06-29,2024-07-05,2024-07-05,1800.43,Delivered,0.0,True,6.0,2024-06,2024
