weather_id,port_id,weather_date,condition,wind_speed_kmh,visibility_km,weather_severity
566,P002,2024-02-23,Clear,5.8,16,0
567,P002,2024-02-26,Thunderstorm,65.9,5,2
568,P002,2024-02-29,Clear,10.1,18,0
569,P002,2024-03-03,Clear,34.2,11,0
570,P002,2024-03-06,Cloudy,16.8,6,0
571,P002,2024-03-09,Rain,22.3,9,1
572,P002,2024-03-12,Fog,10.9,3,1
573,P002,2024-03-15,Clear,32.1,10,0
574,P002,2024-03-18,Cloudy,8.0,9,0
575,P002,2024-03-21,Cloudy,23.9,17,0
576,P002,2024-03-24,Thunderstorm,71.4,3,2
577,P002,2024-03-27,Thunderstorm,48.0,3,2
578,P002,2024-03-30,Clear,7.8,18,0
579,P002,2024-04-02,Clear,28.1,9,0
580,P002,2024-04-05,Clear,26.2,7,0
581,P002,2024-04-08,Cloudy,5.8,9,0
582,P002,2024-04-11,Storm,71.7,3,3
583,P002,2024-04-14,Clear,24.6,12,0
584,P002,2024-04-17,Clear,21.1,12,0
585,P002,2024-04-20,Rain,29.2,17,1
586,P002,2024-04-23,Rain,24.8,13,1
587,P002,2024-04-26,Clear,9.3,5,0
588,P002,2024-04-29,Cloudy,22.4,8,0
589,P002,2024-05-02,Clear,32.8,8,0
590,P002,2024-05-05,Clear,13.5,10,0
591,P002,2024-05-08,Clear,19.8,16,0
592,P002,2024-05-11,Fog,8.1,1,1
593,P002,2024-05-14,Cloudy,5.7,7,0
594,P002,2024-05-17,Cloudy,23.8,11,0
595,P002,2024-05-20,Rain,16.3,15,1
596,P002,2024-05-23,Cloudy,18.5,10,0
597,P002,2024-05-26,Clear,5.3,10,0
598,P002,2024-05-29,Rain,23.9,6,1
599,P002,2024-06-01,Clear,15.3,16,0
600,P002,2024-06-04,Cloudy,23.4,5,0
601,P002,2024-06-07,Clear,27.3,8,0
602,P002,2024-06-10,Clear,5.9,5,0
603,P002,2024-06-13,Cloudy,27.8,11,0
604,P002,2024-06-16,Thunderstorm,45.7,2,2
605,P002,2024-06-19,Clear,9.2,7,0
606,P002,2024-06-22,Rain,33.2,13,1
607,P002,2024-06-25,Clear,11.0,7,0
608,P002,2024-06-28,Clear,21.5,14,0
609,P003,2022-01-01,Cloudy,29.3,18,0
610,P003,2022-01-04,Cloudy,17.0,11,0
611,P003,2022-01-07,Clear,10.9,13,0
612,P003,2022-01-10,Storm,45.1,5,3
613,P003,2022-01-13,Clear,28.8,20,0
614,P003,2022-01-16,Cloudy,18.4,13,0
615,P003,2022-01-19,Rain,23.7,17,1
616,P003,2022-01-22,Cloudy,22.0,16,0
617,P003,2022-01-25,Thunderstorm,81.0,4,2
618,P003,2022-01-28,Clear,6.0,13,0
619,P003,2022-01-31,Cloudy,13.8,16,0
620,P003,2022-02-03,Clear,8.4,15,0
621,P003,2022-02-06,Cloudy,10.6,12,0
622,P003,2022-02-09,Clear,24.7,16,0
623,P003,2022-02-12,Clear,14.4,5,0
624,P003,2022-02-15,Clear,5.3,15,0
625,P003,2022-02-18,Clear,22.0,15,0
626,P003,2022-02-21,Thunderstorm,68.1,4,2
627,P003,2022-02-24,Clear,11.4,11,0
628,P003,2022-02-27,Clear,13.3,7,0
629,P003,2022-03-02,Cloudy,24.4,18,0
630,P003,2022-03-05,Clear,14.6,11,0
631,P003,2022-03-08,Clear,19.8,6,0
632,P003,2022-03-11,Storm,61.1,1,3
633,P003,2022-03-14,Cloudy,23.0,17,0
634,P003,2022-03-17,Clear,5.6,5,0
635,P003,2022-03-20,Cloudy,30.7,5,0
636,P003,2022-03-23,Fog,9.3,2,1
637,P003,2022-03-26,Clear,21.0,6,0
638,P003,2022-03-29,Clear,5.5,20,0
639,P003,2022-04-01,Clear,29.1,14,0
640,P003,2022-04-04,Clear,27.6,17,0
641,P003,2022-04-07,Clear,28.2,20,0
642,P003,2022-04-10,Cloudy,16.8,19,0
643,P003,2022-04-13,Cloudy,24.2,8,0
644,P003,2022-04-16,Thunderstorm,86.9,1,2
645,P003,2022-04-19,Clear,6.4,5,0
646,P003,2022-04-22,Clear,34.8,18,0
647,P003,2022-04-25,Clear,7.6,16,0
648,P003,2022-04-28,Rain,21.1,5,1
649,P003,2022-05-01,Fog,18.0,2,1
650,P003,2022-05-04,Thunderstorm,42.2,1,2
651,P003,2022-05-07,Fog,6.1,2,1
652,P003,2022-05-10,Rain,28.7,17,1
653,P003,2022-05-13,Clear,10.1,9,0
654,P003,2022-05-16,Cloudy,8.6,15,0
655,P003,2022-05-19,Thunderstorm,77.7,4,2
656,P003,2022-05-22,Cloudy,25.0,12,0
657,P003,2022-05-25,Cloudy,24.8,13,0
658,P003,2022-05-28,Clear,26.9,12,0
659,P003,2022-05-31,Clear,28.0,7,0
660,P003,2022-06-03,Clear,30.1,12,0
661,P003,2022-06-06,Rain,27.1,11,1
662,P003,2022-06-09,Rain,7.3,20,1
663,P003,2022-06-12,Clear,5.4,11,0
664,P003,2022-06-15,Cloudy,16.6,20,0
665,P003,2022-06-18,Clear,11.3,15,0
666,P003,2022-06-21,Rain,14.4,19,1
667,P003,2022-06-24,Rain,30.4,8,1
668,P003,2022-06-27,Fog,8.3,2,1
669,P003,2022-06-30,Clear,18.6,11,0
670,P003,2022-07-03,Rain,10.6,13,1
671,P003,2022-07-06,Cloudy,25.6,8,0
672,P003,2022-07-09,Clear,31.3,8,0
673,P003,2022-07-12,Clear,31.8,10,0
674,P003,2022-07-15,Clear,19.3,19,0
675,P003,2022-07-18,Clear,8.5,7,0
676,P003,2022-07-21,Clear,11.4,17,0
677,P003,2022-07-24,Cloudy,20.2,6,0
678,P003,2022-07-27,Cloudy,16.1,6,0
679,P003,2022-07-30,Cloudy,27.0,18,0
680,P003,2022-08-02,Clear,10.7,10,0
681,P003,2022-08-05,Cloudy,20.9,20,0
682,P003,2022-08-08,Cloudy,8.3,6,0
683,P003,2022-08-11,Cloudy,33.8,12,0
684,P003,2022-08-14,Clear,31.9,13,0
685,P003,2022-08-17,Clear,21.0,13,0
686,P003,2022-08-20,Clear,23.6,17,0
687,P003,2022-08-23,Clear,8.0,13,0
688,P003,2022-08-26,Cloudy,10.1,11,0
689,P003,2022-08-29,Clear,13.6,14,0
690,P003,2022-09-01,Rain,7.8,20,1
691,P003,2022-09-04,Rain,30.6,12,1
692,P003,2022-09-07,Clear,25.4,10,0
693,P003,2022-09-10,Clear,32.0,9,0
694,P003,2022-09-13,Storm,73.3,4,3
695,P003,2022-09-16,Clear,10.3,13,0
696,P003,2022-09-19,Thunderstorm,48.5,1,2
697,P003,2022-09-22,Cloudy,34.1,5,0
698,P003,2022-09-25,Cloudy,12.4,8,0
699,P003,2022-09-28,Clear,5.5,14,0
700,P003,2022-10-01,Thunderstorm,66.3,2,2
701,P003,2022-10-04,Rain,28.3,8,1
702,P003,2022-10-07,Clear,27.1,19,0
703,P003,2022-10-10,Cloudy,15.5,13,0
704,P003,2022-10-13,Rain,12.6,19,1
705,P003,2022-10-16,Clear,15.6,15,0
706,P003,2022-10-19,Thunderstorm,78.7,5,2
707,P003,2022-10-22,Cloudy,13.1,5,0
708,P003,2022-10-25,Clear,17.3,12,0
709,P003,2022-10-28,Rain,9.2,20,1
710,P003,2022-10-31,Clear,22.3,18,0
711,P003,2022-11-03,Clear,27.3,11,0
712,P003,2022-11-06,Fog,10.7,1,1
713,P003,2022-11-09,Storm,83.9,5,3
714,P003,2022-11-12,Thunderstorm,62.5,5,2
715,P003,2022-11-15,Clear,32.3,16,0
716,P003,2022-11-18,Thunderstorm,59.6,4,2
717,P003,2022-11-21,Fog,9.1,1,1
718,P003,2022-11-24,Clear,20.6,15,0
719,P003,2022-11-27,Thunderstorm,46.1,4,2
720,P003,2022-11-30,Cloudy,28.8,16,0
721,P003,2022-12-03,Clear,34.1,20,0
722,P003,2022-12-06,Fog,7.2,3,1
723,P003,2022-12-09,Clear,34.0,10,0
724,P003,2022-12-12,Clear,13.6,14,0
725,P003,2022-12-15,Clear,6.2,14,0
726,P003,2022-12-18,Rain,8.7,20,1
727,P003,2022-12-21,Clear,17.9,5,0
728,P003,2022-12-24,Clear,9.1,14,0
729,P003,2022-12-27,Rain,20.1,9,1
730,P003,2022-12-30,Fog,15.7,1,1
731,P003,2023-01-02,Storm,49.8,5,3
732,P003,2023-01-05,Fog,9.4,1,1
733,P003,2023-01-08,Cloudy,15.6,17,0
734,P003,2023-01-11,Cloudy,34.0,8,0
735,P003,2023-01-14,Thunderstorm,86.0,5,2
736,P003,2023-01-17,Clear,21.9,15,0
737,P003,2023-01-20,Rain,9.2,11,1
738,P003,2023-01-23,Clear,17.5,11,0
739,P003,2023-01-26,Clear,7.6,19,0
740,P003,2023-01-29,Cloudy,16.3,18,0
741,P003,2023-02-01,Clear,20.8,15,0
742,P003,2023-02-04,Cloudy,25.6,16,0
743,P003,2023-02-07,Cloudy,17.8,18,0
744,P003,2023-02-10,Storm,63.1,5,3
745,P003,2023-02-13,Clear,28.0,7,0
746,P003,2023-02-16,Rain,23.5,14,1
747,P003,2023-02-19,Rain,22.4,16,1
748,P003,2023-02-22,Clear,21.3,14,0
749,P003,2023-02-25,Clear,30.4,9,0
750,P003,2023-02-28,Cloudy,5.2,19,0
751,P003,2023-03-03,Thunderstorm,44.2,3,2
752,P003,2023-03-06,Rain,24.5,15,1
753,P003,2023-03-09,Cloudy,29.7,20,0
754,P003,2023-03-12,Rain,30.9,8,1
755,P003,2023-03-15,Rain,25.2,6,1
756,P003,2023-03-18,Rain,20.5,20,1
757,P003,2023-03-21,Clear,31.9,9,0
758,P003,2023-03-24,Clear,14.3,5,0
759,P003,2023-03-27,Rain,23.7,11,1
760,P003,2023-03-30,Clear,5.0,8,0
761,P003,2023-04-02,Cloudy,12.4,8,0
762,P003,2023-04-05,Cloudy,30.0,19,0
763,P003,2023-04-08,Clear,32.8,14,0
764,P003,2023-04-11,Cloudy,34.5,12,0
765,P003,2023-04-14,Thunderstorm,67.3,5,2
766,P003,2023-04-17,Rain,30.8,8,1
767,P003,2023-04-20,Cloudy,24.1,10,0
768,P003,2023-04-23,Clear,27.3,12,0
769,P003,2023-04-26,Clear,27.2,11,0
770,P003,2023-04-29,Cloudy,13.7,8,0
771,P003,2023-05-02,Fog,12.4,3,1
772,P003,2023-05-05,Clear,16.6,8,0
773,P003,2023-05-08,Cloudy,29.4,9,0
774,P003,2023-05-11,Clear,18.7,17,0
775,P003,2023-05-14,Clear,14.1,19,0
776,P003,2023-05-17,Clear,32.2,9,0
777,P003,2023-05-20,Cloudy,26.7,13,0
778,P003,2023-05-23,Clear,9.7,11,0
779,P003,2023-05-26,Clear,26.2,17,0
780,P003,2023-05-29,Cloudy,10.2,9,0
781,P003,2023-06-01,Clear,26.6,15,0
782,P003,2023-06-04,Cloudy,30.8,9,0
783,P003,2023-06-07,Clear,27.9,14,0
784,P003,2023-06-10,Fog,6.0,3,1
785,P003,2023-06-13,Cloudy,33.9,10,0
786,P003,2023-06-16,Cloudy,32.8,13,0
787,P003,2023-06-19,Clear,14.7,16,0
788,P003,2023-06-22,Cloudy,29.9,7,0
789,P003,2023-06-25,Clear,30.6,10,0
790,P003,2023-06-28,Clear,25.0,20,0
791,P003,2023-07-01,Fog,12.1,1,1
792,P003,2023-07-04,Storm,80.4,2,3
793,P003,2023-07-07,Clear,31.4,17,0
794,P003,2023-07-10,Rain,17.6,7,1
795,P003,2023-07-13,Clear,12.5,6,0
796,P003,2023-07-16,Thunderstorm,43.6,3,2
797,P003,2023-07-19,Cloudy,30.2,10,0
798,P003,2023-07-22,Clear,26.0,17,0
799,P003,2023-07-25,Clear,24.1,11,0
800,P003,2023-07-28,Clear,19.7,14,0
801,P003,2023-07-31,Clear,27.3,18,0
802,P003,2023-08-03,Rain,29.3,11,1
803,P003,2023-08-06,Clear,5.7,8,0
804,P003,2023-08-09,Clear,29.3,5,0
805,P003,2023-08-12,Clear,17.2,7,0
806,P003,2023-08-15,Clear,25.5,20,0
807,P003,2023-08-18,Clear,11.2,20,0
808,P003,2023-08-21,Cloudy,15.7,9,0
809,P003,2023-08-24,Rain,18.2,17,1
810,P003,2023-08-27,Thunderstorm,68.5,2,2
811,P003,2023-08-30,Rain,13.9,8,1
812,P003,2023-09-02,Cloudy,6.5,15,0
813,P003,2023-09-05,Clear,29.6,14,0
814,P003,2023-09-08,Fog,8.8,3,1
815,P003,2023-09-11,Clear,31.2,10,0
816,P003,2023-09-14,Storm,43.7,5,3
817,P003,2023-09-17,Clear,20.5,14,0
818,P003,2023-09-20,Clear,6.7,8,0
819,P003,2023-09-23,Cloudy,33.1,13,0
820,P003,2023-09-26,Rain,6.0,18,1
821,P003,2023-09-29,Clear,15.0,6,0
822,P003,2023-10-02,Clear,21.4,15,0
823,P003,2023-10-05,Fog,15.0,1,1
824,P003,2023-10-08,Clear,7.2,6,0
825,P003,2023-10-11,Clear,7.1,18,0
826,P003,2023-10-14,Cloudy,23.4,7,0
827,P003,2023-10-17,Thunderstorm,63.9,2,2
828,P003,2023-10-20,Clear,6.3,6,0
829,P003,2023-10-23,Cloudy,11.8,16,0
830,P003,2023-10-26,Cloudy,14.1,12,0
831,P003,2023-10-29,Clear,6.7,11,0
832,P003,2023-11-01,Cloudy,30.8,5,0
833,P003,2023-11-04,Cloudy,6.6,17,0
834,P003,2023-11-07,Rain,17.9,18,1
835,P003,2023-11-10,Cloudy,8.5,8,0
836,P003,2023-11-13,Thunderstorm,89.1,3,2
837,P003,2023-11-16,Clear,15.3,6,0
838,P003,2023-11-19,Clear,7.8,5,0
839,P003,2023-11-22,Clear,27.4,6,0
840,P003,2023-11-25,Storm,40.7,2,3
841,P003,2023-11-28,Rain,7.3,9,1
842,P003,2023-12-01,Cloudy,13.5,15,0
843,P003,2023-12-04,Clear,24.7,12,0
844,P003,2023-12-07,Storm,46.5,4,3
845,P003,2023-12-10,Cloudy,8.7,7,0
846,P003,2023-12-13,Clear,33.2,11,0
847,P003,2023-12-16,Cloudy,27.1,16,0
848,P003,2023-12-19,Thunderstorm,82.9,4,2
849,P003,2023-12-22,Rain,33.2,14,1
850,P003,2023-12-25,Thunderstorm,52.2,3,2
851,P003,2023-12-28,Clear,21.2,8,0
852,P003,2023-12-31,Clear,32.0,20,0
853,P003,2024-01-03,Clear,11.1,9,0
854,P003,2024-01-06,Thunderstorm,66.0,3,2
855,P003,2024-01-09,Rain,11.3,16,1
856,P003,2024-01-12,Rain,28.6,6,1
857,P003,2024-01-15,Storm,74.9,4,3
858,P003,2024-01-18,Fog,5.3,1,1
859,P003,2024-01-21,Clear,22.6,14,0
860,P003,2024-01-24,Rain,7.5,13,1
861,P003,2024-01-27,Thunderstorm,59.2,1,2
862,P003,2024-01-30,Thunderstorm,59.2,1,2
863,P003,2024-02-02,Clear,16.4,18,0
864,P003,2024-02-05,Cloudy,24.8,6,0
865,P003,2024-02-08,Cloudy,15.4,5,0
866,P003,2024-02-11,Fog,16.3,2,1
867,P003,2024-02-14,Fog,18.6,3,1
868,P003,2024-02-17,Clear,5.8,18,0
869,P003,2024-02-20,Thunderstorm,79.1,1,2
870,P003,2024-02-23,Rain,21.6,14,1
871,P003,2024-02-26,Thunderstorm,86.9,4,2
872,P003,2024-02-29,Cloudy,26.6,13,0
873,P003,2024-03-03,Clear,16.4,12,0
874,P003,2024-03-06,Clear,5.5,13,0
875,P003,2024-03-09,Clear,12.5,14,0
876,P003,2024-03-12,Clear,16.8,13,0
877,P003,2024-03-15,Clear,24.8,5,0
878,P003,2024-03-18,Clear,22.1,15,0
879,P003,2024-03-21,Thunderstorm,82.4,4,2
880,P003,2024-03-24,Cloudy,18.2,19,0
881,P003,2024-03-27,Clear,15.8,11,0
882,P003,2024-03-30,Cloudy,22.4,7,0
883,P003,2024-04-02,Clear,23.3,15,0
884,P003,2024-04-05,Fog,11.6,2,1
885,P003,2024-04-08,Rain,13.3,20,1
886,P003,2024-04-11,Clear,23.9,9,0
887,P003,2024-04-14,Thunderstorm,72.8,2,2
888,P003,2024-04-17,Clear,6.2,19,0
889,P003,2024-04-20,Cloudy,6.3,12,0
890,P003,2024-04-23,Clear,26.4,13,0
891,P003,2024-04-26,Storm,40.8,3,3
892,P003,2024-04-29,Cloudy,6.3,12,0
893,P003,2024-05-02,Clear,7.3,19,0
894,P003,2024-05-05,Clear,7.3,11,0
895,P003,2024-05-08,Clear,16.1,18,0
896,P003,2024-05-11,Clear,17.8,14,0
897,P003,2024-05-14,Clear,14.8,16,0
898,P003,2024-05-17,Clear,17.2,16,0
899,P003,2024-05-20,Cloudy,34.2,5,0
900,P003,2024-05-23,Clear,6.3,9,0
901,P003,2024-05-26,Fog,5.4,3,1
902,P003,2024-05-29,Clear,14.4,16,0
903,P003,2024-06-01,Fog,10.7,3,1
904,P003,2024-06-04,Clear,26.8,17,0
905,P003,2024-06-07,Rain,24.5,7,1
906,P003,2024-06-10,Fog,19.9,3,1
907,P003,2024-06-13,Cloudy,22.2,18,0
908,P003,2024-06-16,Cloudy,8.6,6,0
909,P003,2024-06-19,Cloudy,24.8,19,0
910,P003,2024-06-22,Clear,10.9,14,0
911,P003,2024-06-25,Fog,9.9,2,1
912,P003,2024-06-28,Clear,14.4,8,0
913,P004,2022-01-01,Rain,18.4,18,1
914,P004,2022-01-04,Clear,15.6,7,0
915,P004,2022-01-07,Fog,14.8,3,1
916,P004,2022-01-10,Clear,28.6,12,0
917,P004,2022-01-13,Cloudy,29.8,9,0
918,P004,2022-01-16,Fog,8.7,2,1
919,P004,2022-01-19,Rain,25.0,13,1
920,P004,2022-01-22,Rain,15.2,8,1
921,P004,2022-01-25,Clear,17.6,9,0
922,P004,2022-01-28,Cloudy,24.0,11,0
923,P004,2022-01-31,Thunderstorm,83.8,1,2
924,P004,2022-02-03,Clear,17.6,20,0
925,P004,2022-02-06,Rain,8.8,6,1
926,P004,2022-02-09,Thunderstorm,41.2,2,2
927,P004,2022-02-12,Storm,46.6,5,3
928,P004,2022-02-15,Fog,18.6,2,1
929,P004,2022-02-18,Clear,25.9,12,0
930,P004,2022-02-21,Rain,8.6,15,1
931,P004,2022-02-24,Cloudy,23.5,6,0
932,P004,2022-02-27,Clear,32.6,19,0
933,P004,2022-03-02,Fog,14.5,3,1
934,P004,2022-03-05,Thunderstorm,54.5,4,2
935,P004,2022-03-08,Rain,27.0,7,1
936,P004,2022-03-11,Clear,5.2,16,0
937,P004,2022-03-14,Rain,18.6,15,1
938,P004,2022-03-17,Cloudy,20.3,13,0
939,P004,2022-03-20,Fog,6.5,2,1
940,P004,2022-03-23,Cloudy,6.4,18,0
941,P004,2022-03-26,Clear,16.5,10,0
942,P004,2022-03-29,Fog,5.6,3,1
943,P004,2022-04-01,Thunderstorm,76.5,4,2
944,P004,2022-04-04,Cloudy,22.3,15,0
945,P004,2022-04-07,Clear,13.5,8,0
946,P004,2022-04-10,Clear,19.6,12,0
947,P004,2022-04-13,Thunderstorm,54.4,3,2
948,P004,2022-04-16,Storm,77.7,2,3
949,P004,2022-04-19,Rain,9.2,11,1
950,P004,2022-04-22,Cloudy,20.3,10,0
951,P004,2022-04-25,Clear,32.1,11,0
952,P004,2022-04-28,Clear,30.0,5,0
953,P004,2022-05-01,Clear,13.5,18,0
954,P004,2022-05-04,Rain,20.6,19,1
955,P004,2022-05-07,Clear,8.3,8,0
956,P004,2022-05-10,Cloudy,18.0,13,0
957,P004,2022-05-13,Clear,9.1,13,0
958,P004,2022-05-16,Rain,8.5,16,1
959,P004,2022-05-19,Rain,27.3,12,1
960,P004,2022-05-22,Rain,14.8,15,1
961,P004,2022-05-25,Clear,23.9,7,0
962,P004,2022-05-28,Rain,14.4,6,1
963,P004,2022-05-31,Cloudy,33.0,15,0
964,P004,2022-06-03,Clear,21.7,6,0
965,P004,2022-06-06,Fog,14.4,1,1
966,P004,2022-06-09,Clear,16.3,12,0
967,P004,2022-06-12,Rain,13.0,9,1
968,P004,2022-06-15,Cloudy,10.6,20,0
969,P004,2022-06-18,Clear,11.0,7,0
970,P004,2022-06-21,Fog,17.9,3,1
971,P004,2022-06-24,Clear,18.0,20,0
972,P004,2022-06-27,Cloudy,11.3,10,0
973,P004,2022-06-30,Clear,25.6,17,0
974,P004,2022-07-03,Cloudy,12.0,16,0
975,P004,2022-07-06,Cloudy,24.7,10,0
976,P004,2022-07-09,Thunderstorm,82.0,3,2
977,P004,2022-07-12,Rain,19.7,17,1
978,P004,2022-07-15,Cloudy,21.3,14,0
979,P004,2022-07-18,Clear,8.4,14,0
980,P004,2022-07-21,Cloudy,18.4,12,0
981,P004,2022-07-24,Rain,8.5,19,1
982,P004,2022-07-27,Fog,14.9,2,1
983,P004,2022-07-30,Rain,26.1,20,1
984,P004,2022-08-02,Thunderstorm,83.2,5,2
985,P004,2022-08-05,Cloudy,12.0,14,0
986,P004,2022-08-08,Clear,11.5,18,0
987,P004,2022-08-11,Clear,28.2,13,0
988,P004,2022-08-14,Rain,17.3,19,1
989,P004,2022-08-17,Cloudy,12.8,6,0
990,P004,2022-08-20,Clear,26.8,15,0
991,P004,2022-08-23,Cloudy,6.4,19,0
992,P004,2022-08-26,Cloudy,22.2,10,0
993,P004,2022-08-29,Cloudy,28.4,8,0
994,P004,2022-09-01,Fog,14.2,2,1
995,P004,2022-09-04,Clear,21.2,5,0
996,P004,2022-09-07,Rain,7.7,15,1
997,P004,2022-09-10,Fog,16.5,3,1
998,P004,2022-09-13,Clear,6.5,11,0
999,P004,2022-09-16,Clear,11.0,10,0
1000,P004,2022-09-19,Thunderstorm,59.8,2,2
1001,P004,2022-09-22,Clear,9.8,16,0
1002,P004,2022-09-25,Clear,11.5,12,0
1003,P004,2022-09-28,Fog,5.5,1,1
1004,P004,2022-10-01,Rain,20.8,17,1
1005,P004,2022-10-04,Rain,6.3,14,1
1006,P004,2022-10-07,Clear,11.9,12,0
1007,P004,2022-10-10,Clear,27.5,17,0
1008,P004,2022-10-13,Rain,8.9,13,1
1009,P004,2022-10-16,Thunderstorm,43.8,5,2
1010,P004,2022-10-19,Rain,27.9,18,1
1011,P004,2022-10-22,Clear,27.3,9,0
1012,P004,2022-10-25,Clear,22.6,17,0
1013,P004,2022-10-28,Clear,23.2,14,0
1014,P004,2022-10-31,Rain,17.8,5,1
1015,P004,2022-11-03,Clear,18.8,8,0
1016,P004,2022-11-06,Clear,24.7,20,0
1017,P004,2022-11-09,Clear,17.9,12,0
1018,P004,2022-11-12,Storm,68.0,4,3
1019,P004,2022-11-15,Clear,26.1,12,0
1020,P004,2022-11-18,Clear,34.8,17,0
1021,P004,2022-11-21,Fog,16.4,3,1
1022,P004,2022-11-24,Clear,11.7,5,0
1023,P004,2022-11-27,Clear,12.0,16,0
1024,P004,2022-11-30,Cloudy,8.3,14,0
1025,P004,2022-12-03,Clear,29.3,7,0
1026,P004,2022-12-06,Clear,10.1,20,0
1027,P004,2022-12-09,Cloudy,7.5,17,0
1028,P004,2022-12-12,Cloudy,19.2,12,0
1029,P004,2022-12-15,Clear,19.8,18,0
1030,P004,2022-12-18,Clear,15.1,9,0
1031,P004,2022-12-21,Clear,25.7,18,0
1032,P004,2022-12-24,Thunderstorm,53.4,2,2
1033,P004,2022-12-27,Rain,28.8,20,1
1034,P004,2022-12-30,Clear,24.6,15,0
1035,P004,2023-01-02,Cloudy,19.5,7,0
1036,P004,2023-01-05,Fog,11.4,1,1
1037,P004,2023-01-08,Clear,27.7,10,0
1038,P004,2023-01-11,Cloudy,8.6,11,0
1039,P004,2023-01-14,Cloudy,34.2,6,0
1040,P004,2023-01-17,Thunderstorm,64.8,5,2
1041,P004,2023-01-20,Cloudy,27.5,18,0
1042,P004,2023-01-23,Clear,13.9,18,0
1043,P004,2023-01-26,Storm,76.0,3,3
1044,P004,2023-01-29,Cloudy,23.5,16,0
1045,P004,2023-02-01,Cloudy,10.0,14,0
1046,P004,2023-02-04,Cloudy,11.1,16,0
1047,P004,2023-02-07,Cloudy,12.5,19,0
1048,P004,2023-02-10,Clear,14.9,9,0
1049,P004,2023-02-13,Clear,26.5,20,0
1050,P004,2023-02-16,Clear,17.5,9,0
1051,P004,2023-02-19,Cloudy,34.8,5,0
1052,P004,2023-02-22,Clear,10.6,8,0
1053,P004,2023-02-25,Cloudy,14.9,6,0
1054,P004,2023-02-28,Cloudy,22.8,7,0
1055,P004,2023-03-03,Clear,21.8,12,0
1056,P004,2023-03-06,Clear,5.4,11,0
1057,P004,2023-03-09,Clear,29.6,18,0
1058,P004,2023-03-12,Cloudy,14.2,17,0
1059,P004,2023-03-15,Fog,13.4,3,1
1060,P004,2023-03-18,Rain,7.3,9,1
1061,P004,2023-03-21,Clear,11.5,10,0
1062,P004,2023-03-24,Clear,8.1,17,0
1063,P004,2023-03-27,Clear,28.2,13,0
1064,P004,2023-03-30,Storm,76.9,5,3
1065,P004,2023-04-02,Rain,19.2,10,1
1066,P004,2023-04-05,Clear,12.0,11,0
1067,P004,2023-04-08,Clear,29.1,9,0
1068,P004,2023-04-11,Clear,19.3,5,0
1069,P004,2023-04-14,Clear,31.9,6,0
1070,P004,2023-04-17,Clear,29.2,18,0
1071,P004,2023-04-20,Rain,14.8,8,1
1072,P004,2023-04-23,Clear,16.8,17,0
1073,P004,2023-04-26,Rain,15.6,15,1
1074,P004,2023-04-29,Cloudy,31.5,11,0
1075,P004,2023-05-02,Fog,19.2,2,1
1076,P004,2023-05-05,Rain,30.2,19,1
1077,P004,2023-05-08,Cloudy,28.7,8,0
1078,P004,2023-05-11,Cloudy,18.1,16,0
1079,P004,2023-05-14,Clear,31.0,19,0
1080,P004,2023-05-17,Rain,15.4,18,1
1081,P004,2023-05-20,Clear,21.8,11,0
1082,P004,2023-05-23,Clear,10.4,5,0
1083,P004,2023-05-26,Clear,15.8,11,0
1084,P004,2023-05-29,Clear,14.3,8,0
1085,P004,2023-06-01,Fog,18.7,3,1
1086,P004,2023-06-04,Fog,14.1,1,1
1087,P004,2023-06-07,Cloudy,24.3,17,0
1088,P004,2023-06-10,Clear,25.9,13,0
1089,P004,2023-06-13,Clear,6.7,5,0
1090,P004,2023-06-16,Thunderstorm,86.4,5,2
1091,P004,2023-06-19,Cloudy,19.7,20,0
1092,P004,2023-06-22,Rain,24.4,8,1
1093,P004,2023-06-25,Clear,5.9,9,0
1094,P004,2023-06-28,Rain,10.3,9,1
1095,P004,2023-07-01,Clear,30.0,8,0
1096,P004,2023-07-04,Clear,24.1,6,0
1097,P004,2023-07-07,Clear,30.7,13,0
1098,P004,2023-07-10,Storm,49.7,5,3
1099,P004,2023-07-13,Rain,15.0,15,1
1100,P004,2023-07-16,Thunderstorm,48.5,5,2
1101,P004,2023-07-19,Rain,16.0,5,1
1102,P004,2023-07-22,Fog,11.0,3,1
1103,P004,2023-07-25,Rain,6.9,9,1
1104,P004,2023-07-28,Rain,7.5,19,1
1105,P004,2023-07-31,Clear,23.3,18,0
1106,P004,2023-08-03,Clear,27.4,5,0
1107,P004,2023-08-06,Clear,21.8,8,0
1108,P004,2023-08-09,Clear,22.0,7,0
1109,P004,2023-08-12,Cloudy,18.9,8,0
1110,P004,2023-08-15,Fog,7.7,1,1
1111,P004,2023-08-18,Clear,22.7,5,0
1112,P004,2023-08-21,Rain,28.7,11,1
1113,P004,2023-08-24,Cloudy,18.8,12,0
1114,P004,2023-08-27,Clear,25.4,11,0
1115,P004,2023-08-30,Rain,27.1,14,1
1116,P004,2023-09-02,Clear,26.2,10,0
1117,P004,2023-09-05,Clear,22.0,18,0
1118,P004,2023-09-08,Clear,10.6,11,0
1119,P004,2023-09-11,Clear,13.8,19,0
1120,P004,2023-09-14,Clear,19.7,16,0
1121,P004,2023-09-17,Clear,24.3,19,0
1122,P004,2023-09-20,Rain,25.6,10,1
1123,P004,2023-09-23,Clear,30.0,17,0
